Date,Close,Returns,Absolute_Returns,Volatility,Detrended_Volume,VIX_Close,VIX_Returns,Sentiment,Stemmed_Sentiment,Positive_Sentiment,Negative_Sentiment,Stemmed_Positive_Sentiment,Stemmed_Negative_Sentiment,Media_Volume,Monday,January,Crash
2003-01-02 00:00:00,16.884243,23.720623700123387,23.720623700123387,0,0.12334202715121201,25.389999,-0.11975045273790376,-0.14098115795169677,-0.14098115795169677,1.210221035402016,1.6795206822812943,1.210221035402016,1.6795206822812943,1,0,1,0
2003-01-03 00:00:00,17.848455,55.536129716954264,55.536129716954264,0,0.16196205961199794,24.68,-0.028362157293814347,0.16391605513401442,0.16391605513401442,-0.1274422905516598,-0.413038629843315,-0.1274422905516598,-0.413038629843315,3,0,1,0
2003-01-06 00:00:00,17.751612,-5.440621158503723,5.440621158503723,0,0.10758949358811698,24.91,0.009276130236902038,0,0,0,0,0,0,0,1,1,0
2003-01-07 00:00:00,17.789509,2.1325728224800296,2.1325728224800296,0,0.08972031264860636,25.129999,0.008792982488335098,0,0,0,0,0,0,0,0,1,0
2003-01-08 00:00:00,17.945295,8.719062062273439,8.719062062273439,0,0.5452596583935323,25.530001,0.01579195866057197,0.02288623910379023,0.02288623910379023,-0.34511417398890243,-0.4515069465474931,-0.34511417398890243,-0.4515069465474931,4,0,1,0
2003-01-09 00:00:00,18.004246,3.2796553836622677,3.2796553836622677,0,0.05215415702949233,24.25,-0.05143765303950385,-0.18195573511267876,-0.18195573511267876,-0.6811597132461477,-0.5313047639057062,-0.6811597132461477,-0.5313047639057062,5,0,1,0
2003-01-10 00:00:00,18.000034,-0.23397218437441666,0.23397218437441666,0,-0.4040699178787497,24.32,0.002882439714474,0,0,0,0,0,0,0,0,1,0
2003-01-13 00:00:00,17.56214,-24.628198120037055,24.628198120037055,0,0.043246377944757164,24.9,0.023568746372695685,0.16385344984553987,0.16385344984553987,0.16144922406726325,-0.06534004704928516,0.16144922406726325,-0.06534004704928516,4,1,1,0
2003-01-14 00:00:00,17.469505,-5.288659206040536,5.288659206040536,0,-0.10397721689435979,24.57,-0.013341616937574147,-0.06499246713015351,-0.06499246713015351,-0.2692875365831416,-0.22104175530509337,-0.2692875365831416,-0.22104175530509337,7,0,1,0
2003-01-15 00:00:00,16.77898,-40.3298769164899,40.3298769164899,0,0.15522201160876126,25.51,0.037544345620632434,0,0,0,0,0,0,0,0,1,0
2003-01-16 00:00:00,16.724243,-3.2675691352006515,3.2675691352006515,0,-0.12317320611026172,25.01,-0.019794787264192308,0,0,0,0,0,0,0,0,1,0
2003-01-17 00:00:00,16.421083,-18.293285405195224,18.293285405195224,0,0.048059842420032695,25.700001,0.027215285922151552,0,0,0,0,0,0,0,0,1,0
2003-01-21 00:00:00,16.378977,-2.5674357381826076,2.5674357381826076,0,0.035971386284640694,27.59,0.07096235741751554,-0.9702563946133874,-0.9702563946133874,0.006521209645663805,1.5450567827307387,0.006521209645663805,1.5450567827307387,3,0,1,0
2003-01-22 00:00:00,16.589504,12.771583964657959,12.771583964657959,0,-0.0075838181133551785,29.01,0.050187209904117985,0,0,0,0,0,0,0,0,1,0
2003-01-23 00:00:00,16.000029,-36.179671488642754,36.179671488642754,0,0.3503822004545283,27.530001,-0.05236424265478726,0,0,0,0,0,0,0,0,1,0
2003-01-24 00:00:00,15.141082,-55.17882296803245,55.17882296803245,0,0.36904626541963115,31.51,0.13502860029065794,0,0,0,0,0,0,0,0,1,0
2003-01-27 00:00:00,15.018977,-8.097176941403376,8.097176941403376,0,0.12940202522509558,34.689999,0.09614647638572352,0,0,0,0,0,0,0,1,1,0
2003-01-28 00:00:00,15.246346,15.025332957103288,15.025332957103288,0,0.17247632673588953,31.93,-0.08290542542821602,-0.5753569993702125,-0.5753569993702125,-0.8963464039227343,-0.16694214676848063,-0.8963464039227343,-0.16694214676848063,8,0,1,0
2003-01-29 00:00:00,16.181082,59.50291429098514,59.50291429098514,0,0.15333334794923914,31.26,-0.021206681733360083,-0.22670761385250074,-0.22670761385250074,-1.139026776217141,-1.0113166061691694,-1.139026776217141,-1.0113166061691694,5,0,1,0
2003-01-30 00:00:00,16.652664,28.727421551026776,28.727421551026776,0,0.23555474249480035,31.32,0.0019175461292718545,-0.705081051002872,-0.705081051002872,-0.59697769582108,0.39878983944644647,-0.59697769582108,0.39878983944644647,2,0,1,0
2003-01-31 00:00:00,16.648453,-0.25290443095028625,0.25290443095028625,0,0.13355513461119184,31.17,-0.004800777343356565,-0.316804753802263,-0.316804753802263,-0.05199631068846352,0.4393617093412218,-0.05199631068846352,0.4393617093412218,24,0,1,0
2003-02-03 00:00:00,16.934767,17.051428489880614,17.051428489880614,0,-0.12967262553459058,31.02,-0.004823936030853047,-0.15645085605389644,-0.15645085605389644,-0.6308393823841691,-0.5111667002475756,-0.6308393823841691,-0.5111667002475756,1,1,0,0
2003-02-04 00:00:00,16.505293,-25.68761034285627,25.68761034285627,0,0.29464851236371725,32.759998,0.0545760401864132,-0.8090947136195513,-0.8090947136195513,-0.25018620226099203,0.9808479148448762,-0.25018620226099203,0.9808479148448762,11,0,0,0
2003-02-05 00:00:00,16.416872,-5.371530857910315,5.371530857910315,0,0.10321264461579283,33.040001,0.008510780984314638,-0.5836935997297773,-0.5836935997297773,-0.9790095356969365,-0.25319593259012874,-0.9790095356969365,-0.25319593259012874,3,0,0,0
2003-02-06 00:00:00,16.442135,1.5376608902182314,1.5376608902182314,0,-0.07026879224417737,33.349998,0.009338733472495442,0.15248565279627826,0.15248565279627826,0.08735425026280534,-0.13648204475552084,0.08735425026280534,-0.13648204475552084,3,0,0,0
