Date,Close,Returns,Absolute_Returns,Detrended_Volume,VIX,Monday,January,Sentiment
2003-01-02 00:00:00,16.884243,0.023720623700123386,0.023720623700123386,5.779370502527808,25.389999,0,1,0.00980392156862745
2003-01-03 00:00:00,17.848455,0.05553612971695426,0.05553612971695426,5.781574498713453,24.68,0,1,-0.054541628606126775
2003-01-06 00:00:00,17.751612,-0.005440621158503723,0.005440621158503723,5.782437295358499,24.91,1,1,0
2003-01-07 00:00:00,17.789509,0.0021325728224800295,0.0021325728224800295,5.788473915097003,25.129999,0,1,0
2003-01-08 00:00:00,17.945295,0.00871906206227344,0.00871906206227344,5.8069431263207685,25.530001,0,1,-0.04852240487599604
2003-01-09 00:00:00,18.004246,0.0032796553836622676,0.0032796553836622676,5.822663833329534,24.25,0,1,0.02329493944820386
2003-01-10 00:00:00,18.000034,-0.00023397218437441666,0.00023397218437441666,5.827643437611485,24.32,0,1,0
2003-01-13 00:00:00,17.56214,-0.024628198120037054,0.024628198120037054,5.823014370867366,24.9,1,1,0.006868112288713899
2003-01-14 00:00:00,17.469505,-0.005288659206040536,0.005288659206040536,5.833502418646561,24.57,0,1,-0.04055489764927179
2003-01-15 00:00:00,16.77898,-0.0403298769164899,0.0403298769164899,5.837673770326686,25.51,0,1,0
2003-01-16 00:00:00,16.724243,-0.0032675691352006516,0.0032675691352006516,5.8413426115015685,25.01,0,1,0
2003-01-17 00:00:00,16.421083,-0.018293285405195224,0.018293285405195224,5.844251853242678,0,0,1,0
2003-01-21 00:00:00,16.378977,-0.0025674357381826078,0.0025674357381826078,5.844459172261891,27.59,0,1,-0.08111606308418692
2003-01-22 00:00:00,16.589504,0.012771583964657959,0.012771583964657959,5.845147005935655,29.01,0,1,0
2003-01-23 00:00:00,16.000029,-0.036179671488642755,0.036179671488642755,5.845124472832694,27.530001,0,1,0
2003-01-24 00:00:00,15.141082,-0.05517882296803245,0.05517882296803245,5.855941053760745,31.51,0,1,0
2003-01-27 00:00:00,15.018977,-0.008097176941403376,0.008097176941403376,5.867265037010717,34.689999,1,1,0
2003-01-28 00:00:00,15.246346,0.015025332957103288,0.015025332957103288,5.872059514013546,31.93,0,1,-0.0641505775536189
2003-01-29 00:00:00,16.181082,0.059502914290985136,0.059502914290985136,5.877063952907522,31.26,0,1,-0.04628928039852013
2003-01-30 00:00:00,16.652664,0.028727421551026776,0.028727421551026776,5.881072922801766,31.32,0,1,-0.047870165971711225
2003-01-31 00:00:00,16.648453,-0.00025290443095028623,0.00025290443095028623,5.884833258772555,31.17,0,1,-0.04093893872201681
2003-02-03 00:00:00,16.934767,0.017051428489880612,0.017051428489880612,5.8819554522521065,31.02,1,0,-0.04908835904628331
2003-02-04 00:00:00,16.505293,-0.02568761034285627,0.02568761034285627,5.879501461010469,32.759998,0,0,-0.04136796113574945
2003-02-05 00:00:00,16.416872,-0.005371530857910315,0.005371530857910315,5.882040885651876,33.040001,0,0,-0.06576171123686277
2003-02-06 00:00:00,16.442135,0.0015376608902182313,0.0015376608902182313,5.879606252842124,33.349998,0,0,-0.10153706951420406
2003-02-07 00:00:00,16.40003,-0.0025640832794278307,0.0025640832794278307,5.879050163394178,34.009998,0,0,-0.030744336569579287
2003-02-10 00:00:00,16.53898,0.008436854915198464,0.008436854915198464,5.885818620289407,33.990002,1,0,-0.1330049261083744
2003-02-11 00:00:00,16.837929,0.01791400124180231,0.01791400124180231,5.889500432254461,33.68,0,0,-0.023330767682345824
2003-02-12 00:00:00,16.568453,-0.01613355467043791,0.01613355467043791,5.88615031192973,34.330002,0,0,-0.08109492874368114
2003-02-13 00:00:00,16.551611,-0.0010170271079007003,0.0010170271079007003,5.893761576480159,33.700001,0,0,-0.06263654133609291
2003-02-14 00:00:00,16.652664,0.006086765152383632,0.006086765152383632,5.906104508506189,0,0,0,-0.10810810810810811
2003-02-18 00:00:00,17.120033,0.027679094654013626,0.027679094654013626,5.91843625541294,31.110001,0,0,0.017107786728039896
2003-02-19 00:00:00,17.069506,-0.0029557015544650947,0.0029557015544650947,5.923903146835433,31.309999,0,0,0.04803675856307435
2003-02-20 00:00:00,17.149504,0.004675655183555224,0.004675655183555224,5.926447280311614,31.16,0,0,0
2003-02-21 00:00:00,17.477928,0.01896957582147607,0.01896957582147607,5.929035741197153,30.25,0,0,-0.014150943396226415
2003-02-24 00:00:00,17.212664,-0.015293435763683375,0.015293435763683375,5.930286642976728,31.98,1,0,0
2003-02-25 00:00:00,16.926348,-0.0167739308470796,0.0167739308470796,5.930148332464886,31.74,0,0,-0.07597212543775318
2003-02-26 00:00:00,15.802136,-0.06872634035262336,0.06872634035262336,5.93835099249328,31.940001,0,0,-0.05748124080078002
2003-02-27 00:00:00,15.76845,-0.002134012513031198,0.002134012513031198,5.9403954150519755,30.530001,0,0,-0.03446872161478136
2003-02-28 00:00:00,16.084242,0.0198289266743129,0.0198289266743129,5.962367113264852,29.629999,0,0,-0.08433734939759036
2003-03-03 00:00:00,16.000029,-0.005249500192154398,0.005249500192154398,5.970646623957536,30.43,1,0,-0.1554054054054054
2003-03-04 00:00:00,15.360029,-0.040821918999561606,0.040821918999561606,5.968923098143748,31.83,0,0,-0.06794439170449282
2003-03-05 00:00:00,15.393711,0.0021904336491876185,0.0021904336491876185,5.971653096823427,30.379999,0,0,0
2003-03-06 00:00:00,15.191607,-0.01321594509074224,0.01321594509074224,5.975650599523137,31.370001,0,0,-0.07271298130760616
2003-03-07 00:00:00,15.557924,0.023826986528977207,0.023826986528977207,5.977267400751555,31.08,0,0,-0.07940586306465032
2003-03-10 00:00:00,15.296872,-0.016921727773668595,0.016921727773668595,5.987950195311961,33.310001,1,0,0
2003-03-11 00:00:00,14.644237,-0.0436014838225983,0.0436014838225983,5.9930713142493035,33.610001,0,0,-0.10565527890368655
2003-03-12 00:00:00,14.475818,-0.011567346141120887,0.011567346141120887,5.990383071151401,33.509998,0,0,-0.09882903981264637
2003-03-13 00:00:00,16.058979,0.10378859931194952,0.10378859931194952,5.98881360359356,31.76,0,0,-0.10209276018099547
2003-03-14 00:00:00,15.789504,-0.01692271691264393,0.01692271691264393,5.989183485222019,30.98,0,0,-0.02872531418312388
2003-03-17 00:00:00,17.124243,0.08114976330376701,0.08114976330376701,5.985362027882274,31.75,1,0,-0.010101010101010102
2003-03-18 00:00:00,17.103189,-0.0012302414423275418,0.0012302414423275418,5.990561621847155,30.43,0,0,-0.04433436179227449
2003-03-19 00:00:00,16.812664,-0.01713252538803512,0.01713252538803512,5.992363088331556,31.540001,0,0,-0.11588785046728972
2003-03-20 00:00:00,17.263189,0.02644401908402655,0.02644401908402655,5.989397830315161,30.440001,0,0,0.058069792802617225
2003-03-21 00:00:00,18.501085,0.06925294796781475,0.06925294796781475,5.974602944891592,28.67,0,0,-0.054878048780487805
2003-03-24 00:00:00,17.776875,-0.0399309236549668,0.0399309236549668,5.98028974241159,30.389999,1,0,-0.1233415032273002
2003-03-25 00:00:00,18.143192,0.0203969385676723,0.0203969385676723,5.981956321398449,28.75,0,0,-0.08040201005025126
2003-03-26 00:00:00,18.160034,0.0009278514922218471,0.0009278514922218471,5.9842047286183035,28.23,0,0,-0.011695906432748537
2003-03-27 00:00:00,18.101088,-0.003251198455636447,0.003251198455636447,5.985599394712138,27.959999,0,0,0
2003-03-28 00:00:00,18.088457,-0.0006980469366440041,0.0006980469366440041,5.990375425037674,27.75,0,0,0
2003-03-31 00:00:00,17.532665,-0.031208287547482488,0.031208287547482488,5.994129398075872,29.15,1,0,-0.03064896096810991
2003-04-01 00:00:00,17.305298,-0.013053015082774969,0.013053015082774969,5.996884873794323,28.360001,0,0,0.0017151779408713292
2003-04-02 00:00:00,17.486349,0.01040782198817413,0.01040782198817413,5.999756765428026,28.02,0,0,0
2003-04-03 00:00:00,17.355824,-0.007492392084427016,0.007492392084427016,6.002871784555979,28.209999,0,0,-0.10155743024010383
2003-04-04 00:00:00,17.242138,-0.006571855831729587,0.006571855831729587,6.00425842434032,29.129999,0,0,-0.007936507936507936
2003-04-07 00:00:00,17.389507,0.00851070687054112,0.00851070687054112,5.997059361630332,28.450001,1,0,-0.054090601757944556
2003-04-08 00:00:00,17.368454,-0.0012114060761281979,0.0012114060761281979,6.000466772934844,27.129999,0,0,-0.03506397661048233
2003-04-09 00:00:00,17.136875,-0.013422997768711187,0.013422997768711187,6.012364250312463,27.110001,0,0,-0.07067669172932331
2003-04-10 00:00:00,17.25898,0.0071000132396324325,0.0071000132396324325,6.011592871382614,25.6,0,0,-0.003937007874015748
2003-04-11 00:00:00,17.305298,0.00268010966264827,0.00268010966264827,6.012942753755132,24.440001,0,0,-0.013066875988270946
2003-04-14 00:00:00,17.591612,0.016409500133918224,0.016409500133918224,6.01027549136157,23.41,1,0,0
2003-04-15 00:00:00,17.898979,0.017321474584301454,0.017321474584301454,6.010975184013606,22.559999,0,0,-0.050762755147298354
2003-04-16 00:00:00,18.269508,0.0204897685210937,0.0204897685210937,6.009835550955214,22.52,0,0,0
2003-04-17 00:00:00,18.492664,0.012140672265881693,0.012140672265881693,6.011976180473878,0,0,0,-0.004741470650561561
2003-04-21 00:00:00,18.547405,0.002955774183584041,0.002955774183584041,6.009713837608613,21.950001,1,0,0
2003-04-22 00:00:00,18.517929,-0.0015904891731816455,0.0015904891731816455,5.997262011444788,20.700001,0,0,-0.061523184281835175
2003-04-23 00:00:00,18.635824,0.006346351912090657,0.006346351912090657,5.985022415093738,20.799999,0,0,0
2003-04-24 00:00:00,18.366352,-0.014565454965632794,0.014565454965632794,5.9797194817908546,20.33,0,0,0
2003-04-25 00:00:00,17.288452,-0.060481530691705254,0.060481530691705254,5.981077918953165,20.799999,0,0,0
2003-04-28 00:00:00,17.423191,0.0077633707355833,0.0077633707355833,5.9823004473262795,20.84,1,0,-0.028198653198653195
2003-04-29 00:00:00,17.162134,-0.015096689599247147,0.015096689599247147,5.977934997498248,20.76,0,0,-0.014659319869584103
2003-04-30 00:00:00,16.70319,-0.027105726157065968,0.027105726157065968,5.973584302180901,21.209999,0,0,0.0019480519480519487
2003-05-01 00:00:00,16.84635,0.008534296977618715,0.008534296977618715,5.978232691905848,21.59,0,0,-0.048327137546468404
2003-05-02 00:00:00,17.010557,0.009700135192714843,0.009700135192714843,5.977123525364984,20.629999,0,0,0
2003-05-05 00:00:00,16.576876,-0.02582543914446597,0.02582543914446597,5.975996054452908,21.129999,1,0,-0.050724637681159424
2003-05-06 00:00:00,16.816875,0.014374134387199656,0.014374134387199656,5.978052045823018,20.799999,0,0,-0.027818594710125565
2003-05-07 00:00:00,17.456875,0.03735070730737137,0.03735070730737137,5.9852734975716215,21.0,0,0,-0.11175538526683877
2003-05-08 00:00:00,17.490559,0.0019276957747938798,0.0019276957747938798,5.99405527297357,21.24,0,0,-0.04736432799701207
2003-05-09 00:00:00,17.473717,-0.0009633833860938447,0.0009633833860938447,5.997026504095868,19.690001,0,0,-0.023728813559322035
2003-05-12 00:00:00,17.726347,0.014354197634705836,0.014354197634705836,5.9969598861829745,19.52,1,0,0.015384615384615385
2003-05-13 00:00:00,17.170557,-0.03185594920295469,0.03185594920295469,5.990576854135126,19.91,0,0,0.022162980098871847
2003-05-14 00:00:00,16.926348,-0.014324653564427825,0.014324653564427825,5.996109678073904,20.0,0,0,-0.026330972987149225
2003-05-15 00:00:00,16.644243,-0.016807070251713022,0.016807070251713022,5.998275150935925,19.24,0,0,-0.0597541388682975
2003-05-16 00:00:00,17.006348,0.02152229525017799,0.02152229525017799,6.0045245964487455,18.4,0,0,-0.06
2003-05-19 00:00:00,16.606348,-0.02380165421897833,0.02380165421897833,6.00668279492074,20.51,1,0,0
2003-05-20 00:00:00,16.429502,-0.010706410719105061,0.010706410719105061,6.006058926557799,21.290001,0,0,-0.10324724855617304
2003-05-21 00:00:00,16.421083,-0.0005125631817102244,0.0005125631817102244,6.0066644610161335,21.209999,0,0,-0.09462314685743843
2003-05-22 00:00:00,16.442135,0.0012811893758940798,0.0012811893758940798,5.9987048241815835,19.780001,0,0,0.05513059701492537
2003-05-23 00:00:00,16.560032,0.00714483394619626,0.00714483394619626,6.002777008041044,0,0,0,-0.029992548435171382
2003-05-27 00:00:00,17.376875,0.048148217975263106,0.048148217975263106,5.994854737443703,19.99,0,0,-0.059538324575918566
2003-05-28 00:00:00,17.890562,0.029133011927428676,0.029133011927428676,5.990813109712038,20.030001,0,0,0.05082619986638472
2003-05-29 00:00:00,17.768456,-0.0068485608470160745,0.0068485608470160745,5.999615650640235,20.43,0,0,0
2003-05-30 00:00:00,17.456875,-0.017691196512460455,0.017691196512460455,5.996505642152615,19.469999,0,0,-0.10486891385767791
2003-06-02 00:00:00,17.814772,0.020294446906529342,0.020294446906529342,5.998327014543047,20.85,1,0,0
2003-06-03 00:00:00,16.871611,-0.05439561381214733,0.05439561381214733,6.001424177729912,20.84,0,0,-0.04483378007346658
2003-06-04 00:00:00,17.368454,0.029023185301989708,0.029023185301989708,6.014574302208103,20.620001,0,0,-0.1052333302358931
2003-06-05 00:00:00,18.147402,0.043871837707430306,0.043871837707430306,6.0227789800286065,20.83,0,0,-0.04533558434866329
2003-06-06 00:00:00,18.244246,0.005322332674246597,0.005322332674246597,6.025476055636896,21.25,0,0,-0.007154943195552332
2003-06-09 00:00:00,17.936874,-0.016991148687506903,0.016991148687506903,6.027290910808415,22.15,1,0,0
2003-06-10 00:00:00,17.600035,-0.018957703277661046,0.018957703277661046,6.019887310980693,20.639999,0,0,-0.058459511331394855
2003-06-11 00:00:00,17.19161,-0.023479416565344104,0.023479416565344104,6.019620608760524,20.209999,0,0,-0.07519763005886877
2003-06-12 00:00:00,17.111612,-0.004664176736903531,0.004664176736903531,6.021998437439946,20.41,0,0,0.005644324088226938
2003-06-13 00:00:00,16.825296,-0.016873829132449444,0.016873829132449444,6.022585104331824,20.66,0,0,0
2003-06-16 00:00:00,17.162134,0.019821977058443574,0.019821977058443574,6.021604256597303,20.219999,1,0,0
2003-06-17 00:00:00,17.49477,0.01919653381767694,0.01919653381767694,6.021262107489166,20.01,0,0,-0.03289443334883304
2003-06-18 00:00:00,17.557928,0.003603606680853552,0.003603606680853552,6.012865573323379,19.76,0,0,0
2003-06-19 00:00:00,17.684242,0.00716837475631556,0.00716837475631556,6.014135980370037,19.799999,0,0,-0.012658227848101266
2003-06-20 00:00:00,18.025295,0.019102088638117555,0.019102088638117555,6.015728893165591,19.139999,0,0,-0.05485783595708701
2003-06-23 00:00:00,18.000034,-0.001402402411932777,0.001402402411932777,6.018414836673897,20.58,1,0,0
2003-06-24 00:00:00,17.844244,-0.00869265554662921,0.00869265554662921,6.023994754636143,20.75,0,0,-0.03416791620110654
2003-06-25 00:00:00,17.473717,-0.020983124982328787,0.020983124982328787,6.02931364439856,20.809999,0,0,-0.05365853658536585
2003-06-26 00:00:00,18.143192,0.03759752767155711,0.03759752767155711,6.029434513930797,19.4,0,0,0
2003-06-27 00:00:00,18.648455,0.027467906909326087,0.027467906909326087,6.028900762925891,19.16,0,0,-0.03791495426681611
2003-06-30 00:00:00,18.913717,0.014124125184518188,0.014124125184518188,6.0306559732711325,19.52,1,0,-0.05891843235009001
2003-07-01 00:00:00,18.905298,-0.0004452257753974536,0.0004452257753974536,6.036549639415333,19.459999,0,0,-0.02177480526300435
2003-07-02 00:00:00,18.458982,-0.023891118952409012,0.023891118952409012,6.040501726189274,19.030001,0,0,-0.04666666666666667
2003-07-03 00:00:00,17.713718,-0.04121171364284019,0.04121171364284019,6.040672565215451,0,0,0,-0.05851614315621959
2003-07-07 00:00:00,17.49477,-0.012437388529150481,0.012437388529150481,6.046960912989282,20.059999,1,0,-0.0303238936374403
