Date,Close,Returns,Absolute_Returns,Negative_Sentiment,Article_Count,Monday,January,GFC,COVID
2004-06-08 00:00:00,13.47792,-59.180875084033296,59.180875084033296,0.6713082948693203,10,0,0,0,0
2004-06-09 00:00:00,13.313711,-122.58384439120897,122.58384439120897,-0.3379107165820995,2,0,0,0,0
2004-06-10 00:00:00,13.280025,-25.33379891898675,25.33379891898675,0.4424594034998837,5,0,0,0,0
2004-06-14 00:00:00,13.128447,-114.79624008366666,114.79624008366666,-2.3352503505482227,0,1,0,0,0
2004-06-15 00:00:00,13.78529,488.20679045656817,488.20679045656817,0.5672923940774421,5,0,0,0,0
2004-06-16 00:00:00,13.7895,3.0535137585538283,3.0535137585538283,-2.3352503505482227,0,0,0,0,0
2004-06-17 00:00:00,13.528447,-191.12779361040836,191.12779361040836,-0.9237970092121625,1,0,0,0,0
2004-06-18 00:00:00,13.621078,68.23792271869758,68.23792271869758,-0.2180703385441321,1,0,0,0,0
2004-06-21 00:00:00,13.461079,-118.1596144969556,118.1596144969556,-1.2766603445461775,1,1,0,0,0
2004-06-22 00:00:00,13.818974,262.4009090111752,262.4009090111752,1.9013190939051159,5,0,0,0,0
2004-06-23 00:00:00,13.612658,-150.4248018143498,150.4248018143498,0.481972959075801,4,0,0,0,0
2004-06-24 00:00:00,13.515816,-71.39539906335997,71.39539906335997,1.2542484166708603,2,0,0,0,0
2004-06-25 00:00:00,13.722131,151.493756721744,151.493756721744,-2.3352503505482227,0,0,0,0,0
2004-06-28 00:00:00,13.818974,70.32644415596427,70.32644415596427,-1.089850343486993,2,1,0,0,0
2004-06-29 00:00:00,13.701078,-85.6805948215815,85.6805948215815,0.06815424960285504,3,0,0,0,0
2004-06-30 00:00:00,13.802131,73.48484661553474,73.48484661553474,-2.3352503505482227,0,0,0,0,0
2004-07-01 00:00:00,14.004235,145.3678333993002,145.3678333993002,0.8013126301985778,1,0,0,0,0
2004-07-02 00:00:00,13.894763,-78.47777317497159,78.47777317497159,-2.3352503505482227,0,0,0,0,0
2004-07-06 00:00:00,14.092659,141.42016953209827,141.42016953209827,1.655245010607009,2,0,0,0,0
2004-07-07 00:00:00,14.345289,177.6757211579241,177.6757211579241,0.518092317600119,4,0,0,0,0
2004-07-08 00:00:00,14.589502,168.80633361501566,168.80633361501566,-0.21985740011348112,9,0,0,0,0
2004-07-09 00:00:00,14.488448,-69.50586738869737,69.50586738869737,0.19108404053833902,6,0,0,0,0
2004-07-12 00:00:00,14.467398,-14.539380896138532,14.539380896138532,-0.8964930532874827,3,1,0,0,0
2004-07-13 00:00:00,14.425289,-29.148573003643882,29.148573003643882,0.20781139546718128,2,0,0,0,0
2004-07-14 00:00:00,14.517923,64.0110823221827,64.0110823221827,0.6892925237433349,1,0,0,0,0
2004-07-15 00:00:00,14.602132,57.83590362853159,57.83590362853159,-1.292304531826996,2,0,0,0,0
2004-07-16 00:00:00,14.585291,-11.539903244572084,11.539903244572084,-2.3352503505482227,0,0,0,0,0
2004-07-19 00:00:00,14.880029,200.06423201646564,200.06423201646564,1.6752921863152404,3,1,0,0,0
2004-07-20 00:00:00,15.313712,287.28657865299294,287.28657865299294,-0.056756269676591975,4,0,0,0,0
2004-07-21 00:00:00,14.488448,-553.9699394758185,553.9699394758185,-1.2814451137996659,5,0,0,0,0
2004-07-22 00:00:00,14.084238,-282.9534248711935,282.9534248711935,0.3522865738663076,13,0,0,0,0
2004-07-23 00:00:00,13.814763,-193.18496796164672,193.18496796164672,0.9603204431928847,6,0,0,0,0
2004-07-26 00:00:00,13.7895,-18.303699724293132,18.303699724293132,0.46571065824060387,2,1,0,0,0
2004-07-27 00:00:00,13.503183,-209.81997558832373,209.81997558832373,-0.2761466130977948,6,0,0,0,0
2004-07-28 00:00:00,13.414763,-65.69618500327309,65.69618500327309,-0.2571135629900912,10,0,0,0,0
2004-07-29 00:00:00,13.360025,-40.88777566388319,40.88777566388319,1.1466779175860218,5,0,0,0,0
2004-07-30 00:00:00,13.183183,-133.25037170677268,133.25037170677268,0.9965343159492831,4,0,0,0,0
2004-08-02 00:00:00,12.858971,-249.0030213759794,249.0030213759794,-0.19822453541990984,5,1,0,0,0
2004-08-03 00:00:00,12.757919,-78.89523213866791,78.89523213866791,0.3701045364854484,16,0,0,0,0
2004-08-04 00:00:00,13.065289,238.06842054225262,238.06842054225262,2.869422347135754,10,0,0,0,0
2004-08-05 00:00:00,12.825287,-185.40249922230277,185.40249922230277,-0.8019067957551059,3,0,0,0,0
2004-08-06 00:00:00,12.631603,-152.1692063368247,152.1692063368247,1.6141144006660033,5,0,0,0,0
2004-08-09 00:00:00,12.412655,-174.853316351975,174.853316351975,0.11078535552347452,10,1,0,0,0
2004-08-10 00:00:00,12.757919,274.3566013688479,274.3566013688479,0.7288614404059686,9,0,0,0,0
2004-08-11 00:00:00,12.947393,147.4227829601222,147.4227829601222,-0.30852849960650797,3,0,0,0,0
2004-08-12 00:00:00,12.905288,-32.57305285123994,32.57305285123994,2.1663948576996774,1,0,0,0,0
2004-08-13 00:00:00,12.943183,29.3209042415645,29.3209042415645,1.2848504727470638,2,0,0,0,0
2004-08-16 00:00:00,13.174763,177.33865373691722,177.33865373691722,1.0245685716519677,1,1,0,0,0
2004-08-17 00:00:00,13.136868,-28.80477170092642,28.80477170092642,-0.5300051493617229,3,0,0,0,0
2004-08-18 00:00:00,12.993708,-109.5738818500591,109.5738818500591,-0.6952056927563998,3,0,0,0,0
2004-08-19 00:00:00,12.635814,-279.30077312282157,279.30077312282157,-0.10946772261070337,8,0,0,0,0
2004-08-20 00:00:00,12.913708,217.54219845477434,217.54219845477434,1.413095333953989,8,0,0,0,0
2004-08-23 00:00:00,12.707393,-161.05432749731727,161.05432749731727,0.08438394888502349,1,1,0,0,0
2004-08-24 00:00:00,13.17055,357.99326383352974,357.99326383352974,0.4300696541778211,3,0,0,0,0
2004-08-25 00:00:00,13.17055,0.0,0.0,0.5725437119647543,2,0,0,0,0
2004-08-26 00:00:00,13.157919,-9.5949376844049,9.5949376844049,0.15291310859733195,3,0,0,0,0
2004-08-27 00:00:00,13.044235,-86.77508983289398,86.77508983289398,-0.8363618464745304,1,0,0,0,0
2004-08-30 00:00:00,12.909498,-103.82954193882964,103.82954193882964,0.2762492237299506,1,1,0,0,0
2004-08-31 00:00:00,13.073709,126.39947509417796,126.39947509417796,0.7731047583112888,3,0,0,0,0
2004-09-01 00:00:00,12.791603,-218.14326998183,218.14326998183,0.78793290221453,3,0,0,0,0
2004-09-02 00:00:00,13.166339,288.74556825185493,288.74556825185493,0.010739358064933924,4,0,0,0,0
2004-09-03 00:00:00,13.010551,-119.02853188867232,119.02853188867232,1.2237351654769375,6,0,0,0,0
2004-09-07 00:00:00,13.141078,99.82405600736675,99.82405600736675,-0.10400723843779267,7,0,0,0,0
2004-09-08 00:00:00,12.812655,-253.09694878795457,253.09694878795457,-0.37085157015860426,9,0,0,0,0
2004-09-09 00:00:00,12.880023,52.441520024712474,52.441520024712474,-0.7788950096370798,6,0,0,0,0
2004-09-10 00:00:00,13.006341,97.59501382664891,97.59501382664891,-0.17430434346394438,2,0,0,0,0
2004-09-13 00:00:00,13.014761,6.4716707953999455,6.4716707953999455,0.15886761473649688,3,1,0,0,0
2004-09-14 00:00:00,13.010551,-3.235311866173471,3.235311866173471,2.2477087932935884,4,0,0,0,0
2004-09-15 00:00:00,12.677919,-258.9882484327189,258.9882484327189,0.369103831451723,3,0,0,0,0
2004-09-16 00:00:00,12.648444,-23.276151658610534,23.276151658610534,-0.25654049972530896,6,0,0,0,0
2004-09-17 00:00:00,12.698972,39.86841651088649,39.86841651088649,0.5796166489490632,2,0,0,0,0
2004-09-20 00:00:00,12.623181,-59.86159733345463,59.86159733345463,-2.3352503505482227,0,1,0,0,0
2004-09-21 00:00:00,12.694762,56.54581869406952,56.54581869406952,0.18541863626260502,10,0,0,0,0
2004-09-22 00:00:00,12.661077,-26.569832547660013,26.569832547660013,-0.013279026180474935,5,0,0,0,0
2004-09-23 00:00:00,12.631603,-23.30635847333043,23.30635847333043,-0.49413911867955196,5,0,0,0,0
2004-09-24 00:00:00,12.661077,23.306358473329166,23.306358473329166,0.9293296834364003,6,0,0,0,0
2004-09-27 00:00:00,12.652656,-6.653305785156954,6.653305785156954,-1.2263041270845374,2,1,0,0,0
2004-09-28 00:00:00,12.631603,-16.65305268817392,16.65305268817392,0.3782073660357475,5,0,0,0,0
2004-09-29 00:00:00,12.618972,-10.00452548390456,10.00452548390456,-1.4458464131800746,7,0,0,0,0
2004-09-30 00:00:00,12.29476,-260.2824044451263,260.2824044451263,2.1380125049173313,3,0,0,0,0
2004-10-01 00:00:00,12.560023,213.45836901065485,213.45836901065485,-0.2837790319947504,4,0,0,0,0
2004-10-04 00:00:00,12.421076,-111.24285035235003,111.24285035235003,-0.21770817896580139,6,1,0,0,0
2004-10-05 00:00:00,11.818971,-496.8875486252276,496.8875486252276,0.8292985150503395,7,0,0,0,0
2004-10-06 00:00:00,11.393705,-366.44942447508157,366.44942447508157,0.5270875731013462,11,0,0,0,0
2004-10-07 00:00:00,11.376863,-14.792782570228049,14.792782570228049,0.3453141398647675,7,0,0,0,0
2004-10-08 00:00:00,11.044231,-296.7352146245248,296.7352146245248,0.3717718698970933,8,0,0,0,0
2004-10-11 00:00:00,11.014758,-26.722002117175958,26.722002117175958,-0.3880406533250954,3,1,0,0,0
2004-10-12 00:00:00,11.136865,110.24766609078,110.24766609078,-0.035824418865074016,3,0,0,0,0
2004-10-13 00:00:00,11.031599,-94.9698555430008,94.9698555430008,-0.5384412172705657,2,0,0,0,0
2004-10-14 00:00:00,11.200021,151.51862272404927,151.51862272404927,1.0651352439296513,3,0,0,0,0
2004-10-15 00:00:00,11.524233,285.3638239266806,285.3638239266806,1.5158719942930459,3,0,0,0,0
2004-10-18 00:00:00,11.360021,-143.51773809113038,143.51773809113038,-0.41234114056977267,6,1,0,0,0
2004-10-19 00:00:00,11.431601,62.81276106239233,62.81276106239233,0.4143499654880622,4,0,0,0,0
2004-10-20 00:00:00,11.208442,-197.14293614903215,197.14293614903215,-1.9638152607229438,1,0,0,0,0
2004-10-21 00:00:00,11.242126,30.007281130047005,30.007281130047005,-0.7742592974513018,4,0,0,0,0
2004-10-22 00:00:00,11.305285,56.023430090113756,56.023430090113756,0.38388996458585367,5,0,0,0,0
2004-10-25 00:00:00,11.326337,18.604062998175205,18.604062998175205,-2.3352503505482227,0,1,0,0,0
2004-10-26 00:00:00,11.305285,-18.6040629981745,18.6040629981745,-2.1887327026586663,3,0,0,0,0
2004-10-27 00:00:00,11.810548,437.22714991347544,437.22714991347544,-2.3352503505482227,1,0,0,0,0
2004-10-28 00:00:00,12.046338,197.67682847091803,197.67682847091803,0.009232733035602042,8,0,0,0,0
2004-10-29 00:00:00,12.117917,59.24387849634841,59.24387849634841,0.6454053771187852,6,0,0,0,0
2004-11-01 00:00:00,12.113708,-3.473972581145613,3.473972581145613,-0.3138770633141633,8,1,0,0,0
2004-11-02 00:00:00,14.572659,1848.0939791431522,1848.0939791431522,-0.27292974063864484,44,0,0,0,0
2004-11-03 00:00:00,14.353712,-151.38517127511767,151.38517127511767,0.14006833071123273,12,0,0,0,0
2004-11-04 00:00:00,15.073713,489.4378112146629,489.4378112146629,-0.8185024602846119,5,0,0,0,0
2004-11-05 00:00:00,16.214767,729.7000441057378,729.7000441057378,-0.5773355055894885,13,0,0,0,0
2004-11-08 00:00:00,16.357925,87.90119144689548,87.90119144689548,0.48819152715992065,6,1,0,0,0
2004-11-09 00:00:00,16.223188,-82.70912543091228,82.70912543091228,0.5031087094549622,5,0,0,0,0
2004-11-10 00:00:00,16.248451,15.560043086906251,15.560043086906251,-0.20525335912926645,3,0,0,0,0
2004-11-11 00:00:00,16.378977,80.01041106833385,80.01041106833385,2.328682429518759,1,0,0,0,0
2004-11-12 00:00:00,15.949503,-265.7095339135707,265.7095339135707,-2.3352503505482227,1,0,0,0,0
2004-11-15 00:00:00,15.781081,-106.15851363364992,106.15851363364992,-0.15336715100879392,3,1,0,0,0
2004-11-16 00:00:00,15.498975,-180.37924801079384,180.37924801079384,-0.01985386863204435,4,0,0,0,0
2004-11-17 00:00:00,15.709504,134.91986815817555,134.91986815817555,-0.28930663943453777,4,0,0,0,0
2004-11-18 00:00:00,15.818976,69.44352530246712,69.44352530246712,-2.206154008352851,1,0,0,0,0
2004-11-19 00:00:00,15.98319,103.27312894080558,103.27312894080558,1.3514515807653313,8,0,0,0,0
2004-11-22 00:00:00,15.797925,-116.58942651892724,116.58942651892724,-0.2862958330063903,8,1,0,0,0
2004-11-23 00:00:00,16.122135,203.14570182688269,203.14570182688269,0.5165957984520057,10,0,0,0,0
2004-11-24 00:00:00,16.303186,111.67376358312812,111.67376358312812,1.253340232984777,12,0,0,0,0
2004-11-26 00:00:00,16.412663,66.92622198706687,66.92622198706687,1.452155496635744,3,0,0,0,0
2004-11-29 00:00:00,16.404238,-5.134549532933522,5.134549532933522,-0.24829506177104807,3,1,0,0,0
2004-11-30 00:00:00,16.48424,48.65056862511975,48.65056862511975,0.21719390042866063,8,0,0,0,0
2004-12-01 00:00:00,17.781086,757.3053514197578,757.3053514197578,-0.6823467373622629,4,0,0,0,0
2004-12-02 00:00:00,18.042141,145.74880216537548,145.74880216537548,-0.23804070852875206,3,0,0,0,0
2004-12-03 00:00:00,18.067404,13.9924245081587,13.9924245081587,0.40765492816153015,1,0,0,0,0
2004-12-06 00:00:00,17.709507,-200.07816725565976,200.07816725565976,0.5355022081013915,1,1,0,0,0
2004-12-07 00:00:00,17.347401,-206.5891712617038,206.5891712617038,1.1450455595954874,1,0,0,0,0
2004-12-08 00:00:00,17.200031,-85.31510757728869,85.31510757728869,-1.5636129885421763,2,0,0,0,0
2004-12-09 00:00:00,17.195822,-2.4473880737935185,2.4473880737935185,-1.0028549529644168,2,0,0,0,0
2004-12-10 00:00:00,17.048452,-86.07039517139526,86.07039517139526,-1.0390809206934293,3,0,0,0,0
2004-12-13 00:00:00,17.132666,49.27525799273508,49.27525799273508,1.663867449903948,1,1,0,0,0
2004-12-14 00:00:00,17.583193,259.565689954444,259.565689954444,-0.564786229011701,1,0,0,0,0
2004-12-15 00:00:00,18.084246,280.9766991140882,280.9766991140882,-2.3352503505482227,0,0,0,0,0
2004-12-16 00:00:00,17.229507,-484.1773527899407,484.1773527899407,-1.4343226858656308,1,0,0,0,0
2004-12-17 00:00:00,16.770557,-269.98647889686845,269.98647889686845,-2.3352503505482227,0,0,0,0,0
2004-12-20 00:00:00,16.84635,45.09226766500213,45.09226766500213,-2.3352503505482227,0,1,0,0,0
2004-12-21 00:00:00,17.018978,101.95058216017677,101.95058216017677,0.1173602255382877,1,0,0,0,0
2004-12-22 00:00:00,17.149504,76.40177572112388,76.40177572112388,-1.5653667098194626,1,0,0,0,0
2004-12-23 00:00:00,17.157927,4.910306556756744,4.910306556756744,-2.3352503505482227,0,0,0,0,0
2004-12-27 00:00:00,17.103189,-31.953452172405342,31.953452172405342,-2.3352503505482227,0,1,0,0,0
2004-12-28 00:00:00,17.141085,22.13276033812161,22.13276033812161,-2.3352503505482227,0,0,0,0,0
2004-12-29 00:00:00,17.292664,88.04151944756833,88.04151944756833,-2.3352503505482227,0,0,0,0,0
2004-12-30 00:00:00,17.229507,-36.589280819476244,36.589280819476244,-2.3352503505482227,0,0,0,0,0
2004-12-31 00:00:00,17.157927,-41.63154679380699,41.63154679380699,-2.3352503505482227,0,0,0,0,0
2005-01-03 00:00:00,17.427402,155.83512499494284,155.83512499494284,-2.3352503505482227,0,1,1,0,0
2005-01-04 00:00:00,17.174768,-146.0246505473519,146.0246505473519,-2.3352503505482227,0,0,1,0,0
2005-01-05 00:00:00,17.178978,2.450969988003905,2.450969988003905,-0.04318111487400034,5,0,1,0,0
2005-01-06 00:00:00,17.680031,287.4938359146828,287.4938359146828,-0.43132222491498795,3,0,1,0,0
2005-01-07 00:00:00,17.646347,-19.070174818523327,19.070174818523327,-0.8666861803719751,1,0,1,0,0
2005-01-10 00:00:00,17.7474,57.10233199334471,57.10233199334471,-2.3352503505482227,0,1,1,0,0
2005-01-11 00:00:00,17.873718,70.92339409221319,70.92339409221319,-0.27807139151590804,2,0,1,0,0
