obs,pos_t_ratios,neg_t_ratios,med_vol_t_ratios,pos_coeffs,neg_coeffs,med_vol_coeffs
"2008-10-24 00:0",0.484394610717727,0.554800800860499,1.72323693836031,2.54256201417604,2.03453129392132,0.543673314905974
"2008-10-27 00:0",0.469372856653851,0.55937225561906,1.72782777723202,2.43760169086644,2.05123539691753,0.544398969062299
"2008-10-28 00:0",0.714593047360596,0.0261844576186728,1.52801215229155,3.76621869945652,0.10703318489248,0.491908115397751
"2008-10-29 00:0",0.790759075174435,-0.0717579777629256,1.33691825014556,4.18539159360939,-0.293543475843977,0.443052668066995
"2008-10-30 00:0",0.941809973048317,-0.0868215136390401,1.23725289827081,4.99598221075689,-0.356592950873471,0.432993265267261
"2008-10-31 00:0",0.967762649283149,-0.13179058608826,1.21777092723957,5.0780613577668,-0.54092786364443,0.423817534383228
"2008-11-03 00:0",0.983201402506429,-0.159919703868044,1.21348797938854,5.17958628562409,-0.657189933269811,0.42215711225557
"2008-11-04 00:0",0.956925093137334,0.0385298598985737,1.69048336346344,5.06496778810012,0.159163534083511,0.706207531550973
"2008-11-05 00:0",0.971122335183857,0.010113515102864,1.67694942979505,5.16608910995821,0.0422904155687987,0.701417299582724
"2008-11-06 00:0",0.99322204991437,0.0183134798013279,1.70736434961739,5.22986289215888,0.0758986095638754,0.709081993145169
"2008-11-07 00:0",0.998968003777948,0.0667274051801824,1.7011339780496,5.26099035721266,0.274933141917578,0.705161332373365
"2008-11-10 00:0",0.997618779508279,0.0618326318496126,1.72046036685536,5.25372268380097,0.255015460361722,0.708124904712096
"2008-11-11 00:0",1.1155922468378,-0.0653947108309643,1.72204703448647,5.86630607186024,-0.267386887921625,0.71575369024066
"2008-11-12 00:0",1.07764751272305,-0.0273834046116713,1.73800736106905,5.70358935410968,-0.113386415950987,0.720848799020516
"2008-11-13 00:0",1.12781229401416,0.0213882451994386,1.70119269310893,5.96516300345829,0.0874805708072134,0.710409846942976
"2008-11-14 00:0",1.08102235132251,0.00459569758568067,1.71786590167405,5.7035033185833,0.0187582520558506,0.723606383502029
"2008-11-17 00:0",0.922428803857506,-0.0312936692481968,1.75561360375532,4.89862930170835,-0.128498558878934,0.738596967087761
"2008-11-18 00:0",0.962106652351289,-0.0254017637595097,1.72720314932686,5.10897500818171,-0.104382273217133,0.724339035338593
"2008-11-19 00:0",0.818395837946573,-0.0578187502662527,1.71535926771944,4.39180598445958,-0.238229246842992,0.71501298967134
"2008-11-20 00:0",0.825451219806865,-0.0670829276418703,1.72505806309908,4.39203340867005,-0.276564767502926,0.716915991066007
"2008-11-21 00:0",0.555984513057291,0.0292482273809968,1.78469900752621,3.10370571313125,0.122099129842474,0.749672198656673
"2008-11-24 00:0",0.596736685155003,-0.0577168586628801,1.75487930789731,3.33050580352462,-0.242433633563141,0.725968439425992
"2008-11-25 00:0",0.609966258423738,-0.0214276522861588,1.76087218535467,3.40573947925193,-0.0891762401215986,0.727188924921649
"2008-11-26 00:0",0.624398463681854,-0.0139330341823756,1.75861641579526,3.48488580303326,-0.0580249127864614,0.727296427006415
"2008-11-28 00:0",0.519698714258726,-0.00871064774961283,1.75266706945907,2.9045944128229,-0.0362549079851429,0.726035755255285
"2008-12-01 00:0",0.257666618067591,0.3140308387775,1.76759292782394,1.47762271529364,1.34996982235323,0.743685152350739
"2008-12-02 00:0",0.315418729294968,0.278726607913642,2.09105306303075,1.78222179882748,1.20213234729535,0.827159483174481
"2008-12-03 00:0",0.313197614401602,0.267399109728281,2.17855752542296,1.77198361907182,1.15327390936411,0.846380851552854
"2008-12-04 00:0",0.338758933099009,0.272653008050208,2.1707159219543,1.909784219693,1.17397904588248,0.843221739854239
"2008-12-05 00:0",0.381052210362485,0.27071073185792,2.26082540214515,2.15624407848066,1.16693902440147,0.879379341365585
"2008-12-08 00:0",0.475600579537419,0.173123314342551,2.29365091938823,2.74927070297742,0.749184962608103,0.899920132347103
"2008-12-09 00:0",0.519284897860172,0.133683547927565,2.29984988250393,3.038251315267,0.580788411022256,0.91284948130746
"2008-12-10 00:0",0.5141400477013,0.110648911553538,2.28878971094978,2.98712356850792,0.478721743191661,0.90790187812257
"2008-12-11 00:0",0.704303356228953,0.202178798254687,2.37950617979736,4.17939142955937,0.880588352478478,0.954090019456835
"2008-12-12 00:0",0.751759667997494,0.18358440413977,2.3356124983159,4.53429335177447,0.807572361148798,0.92696429828426
"2008-12-15 00:0",0.753345452674021,0.18383216885812,2.29451241049452,4.5677436535559,0.810863305907911,0.895760843704364
"2008-12-16 00:0",0.835943446908691,0.196988338255053,2.33184486035996,5.14717295380237,0.870467930151726,0.905819148518243
"2008-12-17 00:0",0.738560575213483,0.249904311549424,2.30846806091902,4.56019713901144,1.10772624161288,0.899361026740139
"2008-12-18 00:0",0.765818508835077,0.241986676294364,2.32809293977504,4.7144675395682,1.0769707229347,0.890307961333498
"2008-12-19 00:0",0.775720510366294,0.23237442168844,2.27703220249313,4.7806964013766,1.03396177174909,0.873518215339909
"2008-12-22 00:0",0.78963368543789,0.205783761329608,2.29076021818883,4.93268745621986,0.919005004964656,0.881350967559089
"2008-12-23 00:0",0.744761374255512,0.22865946254353,2.13954689773071,4.63458066613667,1.01959629899533,0.824844650398276
"2008-12-24 00:0",0.670580015642041,0.247112589661606,2.10728707210512,4.19060049407834,1.10323142871576,0.812724525418749
"2008-12-26 00:0",0.747806272864172,0.156273495765991,2.0880493828769,4.68706443946279,0.69558557909956,0.80380106210586
"2008-12-29 00:0",0.774222255707109,0.0684731455630024,2.05720136877799,4.83227531797919,0.308642756417613,0.793425272423661
"2008-12-30 00:0",0.756589805508889,0.0791931211313667,2.06814092224237,4.73606783774961,0.356586596896351,0.798958817935643
"2008-12-31 00:0",0.800472030487474,0.161348667228116,2.04715240968692,5.00194732089139,0.725685131121924,0.789404157487075
"2009-01-02 00:0",0.849594130287218,0.199602396748946,2.00472693549181,5.3122436946976,0.896511426987722,0.772757248305512
"2009-01-05 00:0",0.905067779843442,0.238464617999525,2.03673942032609,5.67474427245005,1.06357737604098,0.783662422375062
"2009-01-06 00:0",0.890242075280264,0.265316816332377,2.0530881903521,5.59600433897082,1.18678613480458,0.791782923390637
"2009-01-07 00:0",0.838690580306795,0.316515891681555,1.96705143851582,5.22857037586584,1.41116544126825,0.748265162577073
"2009-01-08 00:0",0.836244372635472,0.300994329479076,1.97533000054966,5.19178862285064,1.34408624622771,0.751949419828679
"2009-01-09 00:0",0.860428830237461,0.289739050547069,1.98421845173762,5.31845833555496,1.29637533288352,0.75677016140029
"2009-01-12 00:0",0.875349583278212,0.251555212287438,1.99465590486813,5.43216082434233,1.12209675408344,0.758100066501575
"2009-01-13 00:0",0.890973105069258,0.256157519432752,2.00201035552528,5.57257676180057,1.14427619127654,0.761981376657923
"2009-01-14 00:0",0.890317487887188,0.28639799822495,2.00959619456083,5.55591594612259,1.25648475979817,0.765158410000581
"2009-01-15 00:0",0.776494519638356,0.197417751498543,2.00174840274354,4.80532123292723,0.869043251511794,0.76060682222113
"2009-01-16 00:0",0.772611513333942,0.185063328074386,1.99496534272024,4.79499371419403,0.814342313707892,0.758487721754768
"2009-01-20 00:0",0.683090441146367,0.21600684462582,1.73833827653741,4.30626447120988,0.95640931469487,0.670325669888561
"2009-01-21 00:0",0.658917950683898,0.247524487836066,1.77823064176613,4.16950181065702,1.10119715053192,0.68100057590293
"2009-01-22 00:0",0.682099720376037,0.254383939835928,1.77618691489746,4.3373557622098,1.12623367405422,0.680425929028345
"2009-01-23 00:0",0.62466106216365,0.242869191452847,1.72959032594125,3.94413904817336,1.07516195346956,0.662807403558401
"2009-01-26 00:0",0.61714105701883,0.226968476047073,1.71440563642438,3.8959824371766,1.0043016667444,0.659121746529899
"2009-01-27 00:0",0.622017070438516,0.226165446876303,1.71205282920005,3.9171185952737,1.00203794427851,0.657884340720431
"2009-01-28 00:0",0.579445614477638,0.0663623795577761,1.76369857131764,3.6582150603733,0.292433044097602,0.672112959179687
"2009-01-29 00:0",0.40170286102544,0.13444766026353,1.90626339778562,2.49585813108715,0.587834788580462,0.795811670861495
"2009-01-30 00:0",0.379430251562206,0.195163795489476,1.9442118789539,2.36297332159842,0.849597749955867,0.809769567628026
"2009-02-02 00:0",0.314580651929114,0.205326152816767,1.950391261673,1.96864620330668,0.893526277859783,0.81272291629751
"2009-02-03 00:0",0.299469725056427,0.298626617906772,2.29131191398996,1.88858121476357,1.29920568347207,0.888517930675422
"2009-02-04 00:0",0.296863731017194,0.321972200786502,2.31774951602221,1.87091545073898,1.40006466899549,0.890717994373061
"2009-02-05 00:0",0.376984810497009,0.416914342460988,2.31209464040058,2.36655448171657,1.83292584221912,0.889487615945761
"2009-02-06 00:0",0.41083866528146,0.527016999348521,2.32972500470987,2.59179114533955,2.34287026375355,0.892294806547532
"2009-02-09 00:0",0.370222606786412,0.549257359470818,2.31925541041887,2.35272708173076,2.45238403945775,0.888882136249574
"2009-02-10 00:0",0.352832084858914,0.572136530846998,2.42298854220918,2.2407758671229,2.55864599190777,0.929515269033863
"2009-02-11 00:0",0.360802873895876,0.583416923568052,2.46084325321494,2.2970342340995,2.59878277181129,0.94190397250902
"2009-02-12 00:0",0.322142549870674,0.587212822931372,2.47191911805287,2.06849231599096,2.59803058345996,0.944752064360408
"2009-02-13 00:0",0.389965338294404,0.481407759193152,2.43980223469886,2.4692062870781,2.11711188469527,0.932496566090361
"2009-02-17 00:0",0.31337182290203,0.453806307812001,2.44453540681607,1.96085289948856,2.00978201720276,0.935217708189532
"2009-02-18 00:0",0.193356111556008,0.443896898236306,2.4580675345202,1.2521573326802,1.96321395944297,0.941344290843117
"2009-02-19 00:0",0.0578840656140341,0.440011986503906,2.41935400356829,0.368619530455745,1.9539229501566,0.926950568328163
"2009-02-20 00:0",0.0581904689184729,0.455658179894538,2.40890280221442,0.372410879013513,2.026550726261,0.921887002891689
"2009-02-23 00:0",0.0654334949711785,0.461910974939764,2.4094954320643,0.418461500623922,2.04933996623011,0.92156094876002
"2009-02-24 00:0",-0.0418588827480954,0.365671700567864,2.371427270805,-0.268957450022062,1.63005304857868,0.909485669852962
"2009-02-25 00:0",0.00986907512206572,0.384142105038799,2.38077346754922,0.0633543099520669,1.71455573643361,0.913161829519994
"2009-02-26 00:0",0.064447259507254,0.278903614157504,2.45471411770528,0.41665860624749,1.23658231578223,0.941334227819384
"2009-02-27 00:0",0.0158744489261418,0.291402646807767,2.49246493542874,0.101845161511647,1.29120372961935,0.951351812012203
"2009-03-02 00:0",-0.0239258135431094,0.249372348801512,2.48466286545018,-0.153782304769311,1.10429575049114,0.945821892541478
"2009-03-03 00:0",-0.0336011231783087,0.278795162665098,2.54578690734648,-0.216483227772388,1.2327132782262,0.963532980815623
"2009-03-04 00:0",-0.0573607608161604,0.0918782177471248,2.52564292403877,-0.369565496161644,0.413525414694309,0.962294328141114
"2009-03-05 00:0",-0.0564114323896901,0.136231691966134,2.51474005960975,-0.379539778221395,0.614176552159499,0.966492588136923
"2009-03-06 00:0",-0.0555582478119079,0.113325869337187,2.49178151620755,-0.374198061194261,0.513901385111172,0.956986885584516
"2009-03-09 00:0",-0.0693933542846945,0.0837391166782308,2.48357356241763,-0.465677216782281,0.379659227646048,0.957019057810555
"2009-03-10 00:0",-0.140104371477206,-0.101816800373648,2.36407473296469,-0.923864759823873,-0.465147206417192,0.915412356647771
"2009-03-11 00:0",-0.0481809321191443,-0.135562373898651,2.31988435991851,-0.315992376732796,-0.621620084824598,0.90258699702329
"2009-03-12 00:0",-0.0458795605448859,-0.0767303176665309,2.46213745243612,-0.300618425772768,-0.352417865824197,0.938437191415781
"2009-03-13 00:0",0.210912922234313,-0.0212100253358445,2.42502624699409,1.39431134431088,-0.0977060188460925,0.92338810015396
"2009-03-16 00:0",0.19027137033145,-0.00883021714037045,2.35631898540934,1.25199312122084,-0.0407684315703826,0.893373448784421
"2009-03-17 00:0",0.156908830102438,-0.0307653935381438,2.34897223336182,1.03110558032154,-0.142672680037336,0.890990353419579
"2009-03-18 00:0",0.177201595467844,0.0528889010334098,2.31753654293977,1.17705577078562,0.23657596272155,0.87846861847107
"2009-03-19 00:0",0.112197721062966,-9.43125622176184e-005,2.28999913799665,0.748583334092448,-0.000423244000354475,0.867929519786311
"2009-03-20 00:0",0.107823836788755,0.0238183499040343,2.28731537272636,0.718827130503322,0.107368803073594,0.868711152097086
"2009-03-23 00:0",0.154040097170695,-0.00746731002470845,2.27880315029923,1.03627831916113,-0.0339011152875753,0.869483223423959
"2009-03-24 00:0",0.0812176135575492,-0.217414094202208,2.41246253430553,0.547994675621777,-1.00401454726035,0.925947960765879
"2009-03-25 00:0",0.118628665869011,-0.338760611230337,2.43721955085255,0.805814762841881,-1.55957288501838,0.940967645330098
"2009-03-26 00:0",0.128330418455389,-0.361060414820864,2.44988173621894,0.89140583310549,-1.68231856759356,0.942433627144134
"2009-03-27 00:0",0.0576856939136198,-0.42932057474487,2.47436634739102,0.405030624461143,-2.07038530013148,0.951543769895714
"2009-03-30 00:0",0.0503595267296624,-0.41959891538228,2.48603717450769,0.355062120615291,-2.0202096750604,0.957056224893438
"2009-03-31 00:0",0.0498075539375092,-0.382109808750677,2.50394445732085,0.351446475426145,-1.85113631322804,0.967080554199432
"2009-04-01 00:0",0.0899099974705021,-0.387773965324686,2.52000942371772,0.635909182483702,-1.88035616028776,0.972397602158211
"2009-04-02 00:0",0.484831895006509,-0.680272506080133,2.42439240563729,3.39560549628352,-3.32753453167352,0.929283832936533
"2009-04-03 00:0",0.503621476815128,-0.687010374229902,2.43249490135167,3.52885244732264,-3.39984173431227,0.931611193006192
"2009-04-06 00:0",0.522914986184186,-0.715216568822148,2.421901801196,3.66109823138027,-3.55084488831628,0.927973760399515
"2009-04-07 00:0",0.562347704519926,-0.805510845267278,2.43834883596441,4.00202275652758,-4.09088938478431,0.935455500172291
"2009-04-08 00:0",0.503622127761908,-0.673690399936188,2.41171676407523,3.61635049060731,-3.49722068947249,0.928385219059063
"2009-04-09 00:0",0.534947754556177,-0.656476290733724,2.27497884190474,3.85865683674085,-3.43799071293845,0.871260377769038
"2009-04-13 00:0",0.553146682118937,-0.679720145269878,2.24657690832306,3.9940378134072,-3.5602501154171,0.862251343272647
"2009-04-14 00:0",0.557917882972485,-0.730401939271265,2.23789984331451,4.0652608309123,-4.25823844842026,0.860894306307008
"2009-04-15 00:0",0.532033024170423,-0.725575781188986,2.22670108441512,3.85564792905935,-4.23172658344316,0.858266125661096
"2009-04-16 00:0",0.429376557557542,-0.6189462406461,2.09620546790702,3.14441740226223,-3.62905105060708,0.814576342859548
"2009-04-17 00:0",0.43495268193335,-0.625018101575108,2.07048281461109,3.18383076979973,-3.65534547220566,0.803003747704034
"2009-04-20 00:0",0.419033068061631,-0.624107934228428,2.13353116022237,3.07272964625201,-3.71128866538568,0.823358694144602
"2009-04-21 00:0",0.32589815663527,-0.738182334665398,2.09374164463457,2.39825482633907,-4.30737895850669,0.809613474473411
"2009-04-22 00:0",0.289061087984773,-0.75135969767845,2.0635647725079,2.06563559849402,-4.38251384119696,0.798866328986001
"2009-04-23 00:0",0.291754025729146,-0.787703711562376,2.0162011325868,2.08503731102822,-4.56556390832691,0.785088138700121
"2009-04-24 00:0",0.337217603092656,-0.773358295418388,2.02918972135749,2.3755123147903,-4.46903982877209,0.787570281437253
"2009-04-27 00:0",0.144210299705254,-0.485039976993836,2.14080991553616,1.0125555325917,-2.83993547682987,0.82445428477136
"2009-04-28 00:0",0.112463530250333,-0.551561070548232,2.21595361676302,0.789318383283264,-3.18336575344773,0.853625676369115
"2009-04-29 00:0",0.111687889053783,-0.541765470245125,2.27757057823455,0.784771688849345,-3.12686840749743,0.87096523864714
"2009-04-30 00:0",0.12534954471523,-0.532492499282966,2.23216508325994,0.877954661828756,-3.05067237996142,0.858210430325005
"2009-05-01 00:0",0.126956832098731,-0.576284279344346,2.20154381898104,0.884627587468742,-3.26691320334503,0.844254203070522
"2009-05-04 00:0",0.0875616225261561,-0.522525991013809,2.22156410284181,0.607458483686144,-2.93655322646728,0.855825412611609
"2009-05-05 00:0",0.0752743935303362,-0.519090754257551,2.22960029943636,0.522290757798907,-2.91493563886172,0.856192469311694
"2009-05-06 00:0",0.0785168364678778,-0.56648714685289,2.24053037792881,0.530761159776153,-3.203531861745,0.860783218169753
"2009-05-07 00:0",0.120589782252514,-0.565794016820889,2.14535865965167,0.813335612449498,-3.20210871829351,0.828361533393621
"2009-05-08 00:0",0.191466577690031,-0.459239991443093,1.98563503772376,1.29324308858881,-2.60754169285051,0.776979353630813
"2009-05-11 00:0",0.230513073266991,-0.43562404175718,2.00068730731077,1.58952399211802,-2.4772925327641,0.785919806650281
"2009-05-12 00:0",0.238178446905088,-0.447986978942634,2.00957929710058,1.64462281786839,-2.55488636158993,0.788395375116441
"2009-05-13 00:0",0.337204642145423,-0.306471115121283,2.05749632707064,2.31089000618375,-1.72534574772034,0.805017379081145
"2009-05-14 00:0",0.342524427730385,-0.308525076143135,2.02971438205635,2.34936841152562,-1.73696071407341,0.799123449857265
"2009-05-15 00:0",0.292277849895596,-0.421815540896213,2.01057508483478,2.00472953003952,-2.36747450762357,0.794368540326599
"2009-05-18 00:0",0.351142210629432,-0.421049861992041,2.01856142024825,2.39374114546897,-2.35936370463423,0.796219040515183
"2009-05-19 00:0",0.330979167364256,-0.395766880597577,2.01656977764965,2.21956660872497,-2.19707652728768,0.794853892343843
"2009-05-20 00:0",0.323202035904247,-0.419690584124474,2.00341508087978,2.16775711277097,-2.31807467606175,0.790461820210743
"2009-05-21 00:0",0.258183063227414,-0.417057070829355,2.01442583801317,1.70099749457656,-2.30369175686516,0.795095751460797
"2009-05-22 00:0",0.230564284947893,-0.371799044983317,2.01070590954813,1.5350754756491,-2.09419719825856,0.79286692710953
"2009-05-26 00:0",0.212002712145225,-0.365487739614317,2.01643531209916,1.41392078681223,-2.05417783770229,0.794270386358712
"2009-05-27 00:0",0.212760760240836,-0.400643910628459,2.02859917375262,1.4193605499959,-2.2457983679483,0.800404374073719
"2009-05-28 00:0",0.237950988850696,-0.401897971692027,2.02737298752005,1.59155803819701,-2.25149881750615,0.802452084808914
"2009-05-29 00:0",0.193922766085386,-0.524123829763742,1.67913829284672,1.28355582558318,-2.82169773054708,0.662770061938589
"2009-06-01 00:0",0.189783775863458,-0.62857567513691,1.6634540668501,1.25415288149581,-3.35625994868274,0.665579510145961
"2009-06-02 00:0",0.112376697568422,-0.794682131306258,1.71875723227924,0.733961652308516,-4.13308330566065,0.685048565788009
"2009-06-03 00:0",0.0892797600226335,-0.802562387703582,1.71690182233341,0.58401020087538,-4.18247676335907,0.589159865065078
"2009-06-04 00:0",0.0903064564477,-0.813688539092052,1.73666733555732,0.591070797311508,-4.24868476411658,0.592527773977248
"2009-06-05 00:0",0.0693393663924504,-0.812178106613153,1.7411099648477,0.453119451580304,-4.24545028687511,0.593655066420529
"2009-06-08 00:0",0.136014776656205,-0.841614298736765,1.61689643525457,0.889085549007096,-4.39614928328921,0.554519865470881
"2009-06-09 00:0",0.176546525794639,-0.792838692067013,1.62052646919072,1.14894224970316,-4.13991967046051,0.552427054401495
"2009-06-10 00:0",0.187210094571227,-0.77758140737239,1.70424879082597,1.22669218498262,-4.06380982765801,0.578324164991014
"2009-06-11 00:0",0.1848923669282,-0.780985301845069,1.71649433427962,1.21130039123293,-4.08226848276379,0.581807568546084
"2009-06-12 00:0",0.13016049075096,-0.810108023620861,1.72473813527259,0.83608821178438,-4.23661339784157,0.583784393303918
"2009-06-15 00:0",0.0530642829492199,-0.872144398288109,1.77669563521995,0.338261873380612,-4.53255313002989,0.601855842754425
"2009-06-16 00:0",-0.00781935024920664,-0.918433046836127,1.7451359860052,-0.0500234641204244,-4.76940756777583,0.589185687305725
"2009-06-17 00:0",-0.000655404894108288,-0.936752501420171,1.72311100987878,-0.00418970408124764,-4.87236604635841,0.581371844738827
"2009-06-18 00:0",-0.00117478234825898,-0.934064873542028,1.70991765927679,-0.00750759115676015,-4.85092936387202,0.577352038944726
"2009-06-19 00:0",0.0228017824350958,-0.923728650044066,1.71744669521332,0.1452138757686,-4.77807567826625,0.579048773916626
"2009-06-22 00:0",0.0338442197554857,-0.800834096623542,1.68571302311635,0.215436383604751,-4.1504958085949,0.563602824747289
"2009-06-23 00:0",0.0365452519643603,-0.859036449815807,1.66223022529853,0.23251261095131,-4.46802574023583,0.556381595487443
"2009-06-24 00:0",-0.0114229571575288,-0.768184046711712,1.69397730892645,-0.0724965057615167,-4.04624905505443,0.56576719132227
"2009-06-25 00:0",0.0655214454232381,-0.708404935995805,1.68893287661027,0.413994591184104,-3.7466571626256,0.563098661796508
"2009-06-26 00:0",-0.0427199853857983,-0.924091531877152,1.67867266421588,-0.26557174915266,-4.78777924324595,0.558959402503572
"2009-06-29 00:0",-0.0393400607607161,-0.977853001235052,1.66762941832938,-0.246320875370283,-5.14967377359812,0.557357492691856
"2009-06-30 00:0",-0.0197290358828239,-0.992622879548812,1.65977589567013,-0.122934704607434,-5.24174174597662,0.555775099340947
"2009-07-01 00:0",0.220269321582562,-0.978604897002274,1.82950782079002,1.35945719984972,-5.17732990687127,0.610608457949069
"2009-07-02 00:0",0.243384070543802,-0.975874060210761,1.85102554315723,1.50531540239823,-5.16044856129424,0.618622798336364
"2009-07-06 00:0",0.203784059188015,-1.06537892971652,1.8283871125854,1.25966386961985,-5.55522096647976,0.610817923549551
"2009-07-07 00:0",0.137205208529149,-1.05482370660168,1.78261857110845,0.857132063340619,-5.49592913632445,0.590673863729989
"2009-07-08 00:0",0.151179278305421,-1.08921198689112,1.79315425807854,0.941600112920925,-5.67892442735764,0.593640130078417
"2009-07-09 00:0",0.116785822861951,-1.04090771667558,1.84569819131995,0.733397037772403,-5.4562742272514,0.617092911790275
"2009-07-10 00:0",0.489122091152901,-0.987512152337441,1.73914629922103,2.84327925381486,-5.20729143971465,0.578360038062955
"2009-07-13 00:0",0.515419727278534,-1.10084639140252,1.68339504786124,2.98291721557052,-5.8277888091965,0.558880110820726
"2009-07-14 00:0",0.659990391988625,-1.08424881895534,1.67696295212102,3.68745794076474,-5.75462546962273,0.556519308885725
"2009-07-15 00:0",0.684594122973007,-1.08766954279423,1.61669583009999,3.83330672482989,-5.76022927725821,0.535390270522684
"2009-07-16 00:0",0.601818258756721,-1.09710290802069,1.70587285958717,3.34708877110893,-5.78333383572571,0.566117901190016
"2009-07-17 00:0",0.598750032769126,-1.05283829747691,1.73142249329023,3.30994503572281,-5.52009124015802,0.573760346789602
"2009-07-20 00:0",0.523679966322966,-1.11598820234914,1.68092466613287,2.88395844923978,-5.81019808137987,0.55692569756826
"2009-07-21 00:0",0.524129279511692,-1.11997433975967,1.67763829652787,2.88551842912606,-5.86676411746255,0.55624029043445
"2009-07-22 00:0",0.244962300718144,-1.06709035381558,1.40210859542483,1.31193512983155,-5.50955435233102,0.477417093680889
"2009-07-23 00:0",0.235995674127778,-1.04766360334974,1.62170975058328,1.26318464950283,-5.4024364370754,0.622458139600483
"2009-07-24 00:0",0.307648903478329,-0.943706725785512,1.5822418020442,1.64292899697375,-4.88649904193336,0.583571365987278
"2009-07-27 00:0",0.326555748642252,-0.986930827664051,1.59312692720299,1.75283153587149,-5.15478398870224,0.590722432830943
"2009-07-28 00:0",0.318950474090685,-0.997590694135039,1.42109938650612,1.70756346712699,-5.23785714024653,0.49763557437348
"2009-07-29 00:0",0.205575312478345,-1.00724606682676,1.34726367617539,1.11113049173178,-5.28068065081206,0.486157470156397
"2009-07-30 00:0",0.215011525500671,-0.914273309043405,1.42931032714202,1.16069103098976,-4.79561429906563,0.514003129323062
"2009-07-31 00:0",0.208699457069116,-0.901416882572676,1.47592537838931,1.12948099186908,-4.73461406012608,0.546149884059268
"2009-08-03 00:0",0.174066976772174,-0.921852987366221,1.44012246192172,0.943131527876738,-4.83008515790301,0.533283684083451
"2009-08-04 00:0",0.211862359878907,-0.951486405858216,1.4763220697069,1.14780097628583,-4.99927154350914,0.540947666055904
"2009-08-05 00:0",0.163828820996669,-0.865827151511825,1.42641214317935,0.887074900888374,-4.32403607788293,0.52474702194981
"2009-08-06 00:0",0.170558549982276,-0.824229222134017,1.45714144063215,0.922459319498232,-4.13122552566544,0.534359119435979
"2009-08-07 00:0",0.170481179122802,-0.847168593210876,1.55035296182978,0.921582463222447,-4.20380498949804,0.571135568307162
"2009-08-10 00:0",0.289981294009156,-0.803624462363055,1.53929167613984,1.56459034430436,-4.05535706041492,0.567726214636855
"2009-08-11 00:0",0.303514339507363,-0.793051044815111,1.48656203837453,1.63744845020904,-3.99520766636745,0.551106984587059
"2009-08-12 00:0",0.281812147199368,-0.793921819541578,1.52555041598294,1.51681677869911,-4.00035785954711,0.565719448083552
"2009-08-13 00:0",0.25128773361578,-0.852501011705315,1.45200559605765,1.33798320307502,-4.29982914845861,0.539021550521885
"2009-08-14 00:0",0.252756639678275,-0.911791670270637,1.44386574519736,1.33206772175351,-4.62947003292149,0.536632731650297
"2009-08-17 00:0",0.217588326103291,-0.873509719653911,1.44253962506369,1.14400831837899,-4.40902445385392,0.541281240637945
"2009-08-18 00:0",0.177296376306812,-0.896230081340731,1.45286171843902,0.928134517491297,-4.49975176527578,0.547975601884704
"2009-08-19 00:0",0.131471695762278,-0.877215810698693,1.41798262868363,0.688164623442962,-4.38743767700271,0.53642175154928
"2009-08-20 00:0",0.0928159561699461,-0.88078022499346,1.38963704038034,0.492317855510776,-4.41086900927624,0.527879775173735
"2009-08-21 00:0",0.0633462264161156,-0.912289513400001,1.41073673960965,0.337527983516816,-4.57470243305325,0.535724166427733
"2009-08-24 00:0",0.123792624722385,-0.930186988192133,1.43685117504305,0.664767377470037,-4.80005645366603,0.547157500664584
"2009-08-25 00:0",0.132238232298838,-0.899192500507646,1.45762415497604,0.710291520555797,-4.64599754457668,0.555720872007544
"2009-08-26 00:0",0.188923795125255,-1.01738527306505,1.46292455569208,1.00964127439987,-4.97962437597767,0.557450398806971
"2009-08-27 00:0",0.193572282300213,-1.01813142170221,1.4610796197649,1.0337419972247,-4.98132061102915,0.55868799335229
"2009-08-28 00:0",0.153006345029939,-1.00095203891925,1.40994711265797,0.817522269028219,-4.89351563141883,0.539938708362743
"2009-08-31 00:0",0.123780902884255,-0.993042673797701,1.44474000497438,0.663338288756668,-4.85254743380502,0.561601038488802
"2009-09-01 00:0",0.112295789218213,-0.977997972010904,1.44508720557172,0.601502829675681,-4.78251516630947,0.562481095187287
"2009-09-02 00:0",0.0733158453286256,-0.970541096550513,1.41038964364336,0.390611172286495,-4.740376277318,0.550234814560181
"2009-09-03 00:0",0.0856258727409567,-0.953082550567641,1.42394345631995,0.456020764130172,-4.59050971728465,0.553411153988266
"2009-09-04 00:0",0.105695348050247,-0.89659528289725,1.55048120104556,0.562722648391041,-4.37735599243651,0.60063293393014
"2009-09-08 00:0",0.113607225674217,-0.883152949347844,1.54671873676811,0.607444251590697,-4.30661332374475,0.599953592352486
"2009-09-09 00:0",0.108348505950505,-0.908257663440937,1.51107236513367,0.578706097714488,-4.41152794644653,0.585835828737769
"2009-09-10 00:0",0.161477521989581,-0.802675111483506,1.55286095294942,0.859409351346375,-3.91066981282628,0.603077815260557
"2009-09-11 00:0",0.22637138559823,-0.768915597058619,1.53407447195795,1.18679353382203,-3.71622729240146,0.596549062905
"2009-09-14 00:0",0.302045795071413,-0.72504342960193,1.48817628367547,1.58260661448038,-3.47869620985805,0.579999013788291
"2009-09-15 00:0",0.305658891274387,-0.719397322531354,1.46034060516935,1.60127024849255,-3.46582222651556,0.577827449388132
"2009-09-16 00:0",0.290752883748052,-0.755859619631158,1.42602518210306,1.52194201343691,-3.56916835000349,0.565926491933115
