obs,pos_t_ratios,neg_t_ratios,med_vol_t_ratios,pos_coeffs,neg_coeffs,med_vol_coeffs
"2016-05-06 00:0",1.15222778959796,-3.27088362633823,1.3493829913654,1.27206435323435,-4.71602965691048,0.278040552543596
"2016-05-09 00:0",1.13376293545037,-3.34693469261537,1.37404324651859,1.2530475498147,-4.79266190332647,0.283222845607601
"2016-05-10 00:0",1.27180778059957,-3.37022779476842,1.33783082444109,1.37687624414787,-4.82030166224812,0.274788207884916
"2016-05-11 00:0",1.33613564053925,-3.4441844032343,1.33544128492954,1.39142852767132,-4.89611271203935,0.274114520299643
"2016-05-12 00:0",1.31528511854099,-3.55794748359929,1.35994851552905,1.3675805612079,-5.04595425224771,0.277862267693474
"2016-05-13 00:0",1.58947650663615,-3.60622618854185,1.32633818157217,1.62484798242067,-5.12137744680224,0.271524135571754
"2016-05-16 00:0",1.52099177818666,-3.65154700676509,1.31773101915485,1.56084537433339,-5.19382566187205,0.269289822988249
"2016-05-17 00:0",1.433020642984,-3.61097994931578,1.3460620059001,1.49109332964969,-5.1312308679716,0.275324220379677
"2016-05-18 00:0",1.34879811422433,-3.63484621172883,1.403788318015,1.4325552471761,-5.15627085579147,0.28853149526437
"2016-05-19 00:0",1.4941938001001,-3.70293512475127,0.89446960464142,1.57937564460098,-5.22472292564135,0.23732662057745
"2016-05-20 00:0",1.52638427845168,-3.70944276931604,0.720556202674726,1.62278831710885,-5.21806812534933,0.214374602362266
"2016-05-23 00:0",1.53074581508182,-3.75030901672371,0.938039816230634,1.62454350153362,-5.26272935605219,0.273836011559323
"2016-05-24 00:0",1.44804465099947,-3.68348203866236,1.27449228118528,1.53767465312724,-5.19220226741825,0.344732528956542
"2016-05-25 00:0",1.37191786941954,-3.45394173885055,1.28647459226985,1.46360931335951,-4.95808821107043,0.347268673737405
"2016-05-26 00:0",1.18339772537267,-3.67214264448199,1.47823616231403,1.24158176776964,-5.22604461974326,0.38798180285293
"2016-05-27 00:0",1.19187480548081,-3.64151635982937,1.48326140337609,1.2565760599259,-5.20651665826924,0.39067890467549
"2016-05-31 00:0",1.22084612699679,-3.52525226783463,1.47753629163751,1.28600835045927,-5.09904739875774,0.387710776432869
"2016-06-01 00:0",1.23839007645424,-3.54646979757535,1.52027811745436,1.30439651719522,-5.13550091916937,0.397595151537592
"2016-06-02 00:0",1.234851218853,-3.55451340019244,1.51409970396028,1.29998975930786,-5.15357327056338,0.396750555803765
"2016-06-03 00:0",1.21778850577467,-3.57269213336624,1.51528717809597,1.27563339676279,-5.11648066139513,0.396493317887524
"2016-06-06 00:0",1.23648987779151,-3.56985654162306,1.48616149679992,1.2923638477863,-5.12630799783494,0.389455043383722
"2016-06-07 00:0",1.25061976600085,-3.59854353012962,1.27411332578989,1.29989192945369,-5.17704683944522,0.352617029835838
"2016-06-08 00:0",1.09034943562546,-3.4459723759025,1.32011512995182,1.12710834623193,-5.0602059398243,0.362893031650611
"2016-06-09 00:0",1.07359943923402,-3.45190717837132,1.3137211114558,1.11274966095567,-5.0757966433627,0.361357246511462
"2016-06-10 00:0",1.06969271433698,-3.17239886111981,1.26368928324192,1.1121634598925,-4.75666954045653,0.350606801916626
"2016-06-13 00:0",1.10794385410013,-3.29465746569427,1.20032734678006,1.16031460502381,-4.95308714984312,0.335527525995956
"2016-06-14 00:0",0.998281570271561,-3.52304217596175,1.13409272937823,1.0585632330087,-5.25287554137368,0.320384046904306
"2016-06-15 00:0",0.933426183787683,-3.41977001040861,1.11341857577068,0.992188431984174,-5.11223018511882,0.316132181781838
"2016-06-16 00:0",0.79957042977782,-3.39874857839607,1.13742504318822,0.845709755203146,-5.05491773063905,0.321634574992445
"2016-06-17 00:0",0.780567089654302,-3.41358502660277,1.13662741002102,0.826918433391637,-5.06696408450526,0.320824116346297
"2016-06-20 00:0",0.852691011769953,-3.23604422855126,1.07561724250125,0.901298040461937,-4.85961034986378,0.303905059837661
"2016-06-21 00:0",0.827921398865514,-3.26011076921551,1.07037187323334,0.875382198666217,-4.89482999763816,0.302150710895474
"2016-06-22 00:0",0.887844858139003,-3.32475941219399,1.0245379575689,0.938900969454098,-4.99920220591647,0.290318774660649
"2016-06-23 00:0",0.777893453915562,-3.38116822210997,1.06160956324944,0.815937835027916,-5.1160937825146,0.299472675540012
"2016-06-24 00:0",0.720667836391108,-3.30128399033668,1.03701352317525,0.760310025360259,-4.97194562459761,0.295785169452902
"2016-06-27 00:0",0.55128107143914,-3.21213681783748,0.771967496806375,0.621784443647577,-5.11398282517606,0.225428242387581
"2016-06-28 00:0",0.548859185757565,-2.68599406808516,1.35850625339915,0.604220258800674,-4.42992470132203,0.381429090564112
"2016-06-29 00:0",0.601889544154579,-2.6415788341472,1.3355401812428,0.660060727687617,-4.38288850370207,0.381765993975634
"2016-06-30 00:0",0.555473972035584,-2.7180024900058,1.29606919961938,0.607251584549787,-4.48099429290174,0.369365009977839
"2016-07-01 00:0",0.51332848867869,-2.63928525391564,1.24112402550909,0.56343426946271,-4.38454082965533,0.358552297291368
"2016-07-05 00:0",0.554149350723266,-2.69647806722968,1.20238767752903,0.613649961607473,-4.43007352235905,0.353873860823959
"2016-07-06 00:0",0.488764007282588,-2.65819347168047,1.17488919598344,0.534658622375973,-4.33461679512102,0.360674534747911
"2016-07-07 00:0",0.445367115522278,-2.60372160794119,1.18042709563777,0.481951640780689,-4.19472467975612,0.362083501440693
"2016-07-08 00:0",0.437012126910732,-2.59073600730739,1.20525900127238,0.473605711927439,-4.11887775002596,0.370895363506946
"2016-07-11 00:0",0.438290753921108,-2.59232766279632,1.16725272550363,0.475805619785893,-4.12657860187346,0.366593919416003
"2016-07-12 00:0",0.404714755449234,-2.63428388855523,1.18901423305345,0.440724634162441,-4.19044234229257,0.372262985636648
"2016-07-13 00:0",0.425702194967485,-2.56386805981966,1.22940734779828,0.462785242084783,-4.05113121808023,0.383259586593657
"2016-07-14 00:0",0.706137414150656,-2.58413944326763,1.17372662903606,0.793473843828417,-4.0806280120028,0.366599906723565
"2016-07-15 00:0",0.675824426662207,-2.60508535276253,1.27477852427312,0.780962492687703,-4.08737955268849,0.395989623457262
"2016-07-18 00:0",0.652608982311288,-2.58081514549518,1.25881904922043,0.745001766231039,-4.03409971382129,0.390656963651066
"2016-07-19 00:0",0.636162893417098,-2.56549676783535,1.25987632766311,0.728598022810978,-4.00570495272538,0.390864851850427
"2016-07-20 00:0",0.653161884843991,-2.57162570000043,1.25728836105105,0.758826388018173,-4.02106135027528,0.390740533205871
"2016-07-21 00:0",0.916923955448339,-2.29742899799008,1.23154675770327,1.07914448591718,-3.67742972207349,0.408393119693072
"2016-07-22 00:0",0.916012320982095,-2.29792245974669,1.27331070091309,1.07548554756665,-3.69231589731328,0.406932993173581
"2016-07-25 00:0",0.912086825617416,-2.30141338334533,1.29649315781809,1.07296688162096,-3.71728001408035,0.412211835634525
"2016-07-26 00:0",0.966244469818023,-2.27808475450705,0.947672546444444,1.13730191158705,-3.68671037931622,0.281027643005596
"2016-07-27 00:0",0.93028398464282,-2.14306288999532,0.914616867842594,1.0920989180026,-3.48126668412933,0.273058147505052
"2016-07-28 00:0",0.900583737380107,-2.03508014697496,0.897818105203455,1.05966555453834,-3.38151331203024,0.269700248392409
"2016-07-29 00:0",0.877725328869306,-2.00009348112726,0.900841976921481,1.03509782763188,-3.35465978212525,0.271352131661504
"2016-08-01 00:0",0.92104776750197,-2.02268237486082,0.885512806525277,1.08857532082489,-3.39121333505607,0.266444314381515
"2016-08-02 00:0",0.939526608969611,-2.04661472722881,0.885919401239148,1.11196917136057,-3.43463255414027,0.266624620027129
"2016-08-03 00:0",0.858711850701003,-1.96907576634183,0.880150794246521,1.02707761927203,-3.31106043598727,0.264425684464564
"2016-08-04 00:0",0.868728462790351,-1.94476326036402,0.885586891941197,1.01806625428943,-3.24449255439473,0.265412777049123
"2016-08-05 00:0",0.821682846297714,-1.82587774141879,0.892030339744168,0.961240134239489,-3.06725093193801,0.267808809429065
"2016-08-08 00:0",0.747260944856036,-1.95958276991548,0.984542909814234,0.892368292105411,-3.19178314275607,0.294840153544833
"2016-08-09 00:0",0.771243195956516,-2.08783090813298,0.960979371132862,0.919952702954951,-3.3737016481702,0.287720159630468
"2016-08-10 00:0",0.757669924318936,-1.99731349671278,0.964626092851221,0.902177033301438,-3.22877979736605,0.289184624088822
"2016-08-11 00:0",0.752262639298851,-1.96520908817718,0.917914078008865,0.898519589241831,-3.17435638843985,0.2751959816483
"2016-08-12 00:0",0.77195531967723,-1.9290560965121,0.86605016123136,0.939002997521073,-3.14064480048526,0.260564176135574
"2016-08-15 00:0",0.728552459674106,-1.92092920737753,0.905271252997685,0.887804698747902,-3.12052683767164,0.271223768945002
"2016-08-16 00:0",0.655013279199205,-1.86586109808453,0.899743327508456,0.808419550524315,-2.99147799365171,0.26880051275093
"2016-08-17 00:0",0.677627533943313,-1.53266644477469,0.872796688817421,0.8245784617314,-2.43842767678352,0.26063023985659
"2016-08-18 00:0",0.894647446884861,-1.45838393873177,0.887283392950235,1.08430549386308,-2.34005988432339,0.264973419584248
"2016-08-19 00:0",0.82831772119263,-1.40052527808509,0.86221669875789,1.0218324380933,-2.26529724875901,0.258175613376348
"2016-08-22 00:0",0.87200378173812,-1.44741927759984,0.910466425693021,1.07300270535488,-2.33870989077902,0.272640505511855
"2016-08-23 00:0",0.952060439636736,-1.53628028796882,0.912170590801398,1.19714981325179,-2.40854909097916,0.273089176597902
"2016-08-24 00:0",0.917927930801603,-1.58980682916011,0.916138829110963,1.1569863354356,-2.49928309342012,0.273833133744684
"2016-08-25 00:0",0.887591402145076,-1.5806268412124,0.883583551353445,1.1222086791749,-2.48060110112299,0.263353376996521
"2016-08-26 00:0",0.663471497278506,-1.37781073705521,0.816200328362285,0.874178248042398,-2.19191475597931,0.241056838472231
"2016-08-29 00:0",0.838345930941047,-1.48113209218537,0.664505408699409,1.08283423461711,-2.33092820954855,0.200803312417535
"2016-08-30 00:0",0.740058710641426,-1.56987617610465,0.639537242925086,0.962159391086783,-2.46775261554505,0.192980801699188
"2016-08-31 00:0",0.764270708927476,-1.68147395383743,0.671830639518733,0.99644614769353,-2.6435019598946,0.201448884343333
"2016-09-01 00:0",0.868394830456017,-1.85126809409473,0.598790241471802,1.12095437837146,-2.930348219162,0.181271442954887
"2016-09-02 00:0",0.847925541968488,-1.86874056493822,0.449674665582946,1.09340426364363,-2.93489799120904,0.143171645007447
"2016-09-06 00:0",0.758025484841132,-1.74033026671906,0.46346364725249,0.9812793610155,-2.68997646367974,0.147276040041976
"2016-09-07 00:0",0.772111798693873,-1.74379202430899,0.456681989707994,0.994332092437927,-2.69523538422204,0.145332798205682
"2016-09-08 00:0",0.976528944191375,-1.74766418373854,0.503306766500047,1.24034462472664,-2.68498457871306,0.159356557792274
"2016-09-09 00:0",0.936484963350644,-1.78263891254451,0.520601792055432,1.22819522221182,-2.72220166737951,0.164892028434365
"2016-09-12 00:0",0.936225659042801,-1.77333477262722,0.520555359153783,1.22721143126544,-2.8421751436591,0.164967754893687
"2016-09-13 00:0",0.783494836779738,-1.70106135181885,0.538034639455698,1.00619664106629,-2.708977480826,0.170559568017043
"2016-09-14 00:0",0.746513488108652,-1.68289488044346,0.538867127223088,0.958486773701713,-2.68010582515563,0.170625343661094
"2016-09-15 00:0",0.760670557879619,-1.71840044805405,0.522630872878101,0.99045641082645,-2.75740615954381,0.166047614570872
"2016-09-16 00:0",0.833365924280302,-1.81638751327956,0.502482454223074,1.07554023837161,-2.85863041209677,0.15973082369941
"2016-09-19 00:0",0.737953715959136,-1.80562422981472,0.487285478512743,0.960862024646445,-2.84957877841734,0.154480861585189
"2016-09-20 00:0",0.792366915338891,-1.96778984153596,0.481019570111132,1.03684025759599,-3.0871339944516,0.155179539199488
"2016-09-21 00:0",0.720553375266189,-1.97131622276243,0.479052704489971,0.937892992862116,-3.06833091950565,0.154009368896668
"2016-09-22 00:0",0.750225715165767,-1.98352011184881,0.465502596626649,0.977034452109335,-3.07644804626121,0.149780988068145
"2016-09-23 00:0",0.76427647917294,-1.95797329126687,0.469197682265352,0.993432893216483,-3.04181317056583,0.150753335902338
"2016-09-26 00:0",0.705050599317439,-1.95511074404812,0.456665145561123,0.916108748670193,-3.04674382638301,0.147302305100733
"2016-09-27 00:0",0.682933373645929,-1.97535113032156,0.447233545161095,0.886733259472697,-3.0965567398822,0.144643557424976
"2016-09-28 00:0",0.873926771021118,-1.80982538164301,0.495330538973515,1.13506163771436,-2.82997859842146,0.158805219446114
"2016-09-29 00:0",0.903423751792324,-1.81982936255063,0.712195962393924,1.16493881604059,-2.83651731632169,0.223614923449511
"2016-09-30 00:0",0.893018742813817,-1.73834588353433,0.757071330456691,1.1445964057865,-2.6912765778965,0.236844867816282
"2016-10-03 00:0",0.916352348429292,-1.76207137445106,0.78200570768821,1.17087608263854,-2.71803733877109,0.244849431218791
"2016-10-04 00:0",1.02099356073471,-1.88093298761749,0.832521051973757,1.30256698267472,-2.90725414467508,0.259640075521114
"2016-10-05 00:0",1.08342416422501,-1.85854928180508,0.988148190237381,1.36280400781693,-2.88123254244127,0.299236756278144
"2016-10-06 00:0",1.23776999259873,-1.92361479067522,0.996455975647351,1.53253664780211,-2.98332176936343,0.301675292231371
"2016-10-07 00:0",1.07226142911264,-2.20389167468668,0.817209807761149,1.34910227419947,-3.70737929816816,0.245279750868994
"2016-10-10 00:0",1.08375162760458,-2.18790096524112,0.779544800867873,1.3567181979697,-3.66051153901289,0.234037879000117
"2016-10-11 00:0",1.07742107842306,-2.2373928100975,0.836613859950039,1.35201679705608,-3.70785502799053,0.249933501735418
"2016-10-12 00:0",1.0738799454306,-2.24275231704911,0.823403290483495,1.35283735954826,-3.69905195782238,0.246326850004139
"2016-10-13 00:0",1.12320569469966,-2.25809981955017,0.830840973848936,1.40371134869225,-3.73782596632444,0.248298231707233
"2016-10-14 00:0",1.10113071107787,-2.29292367645025,0.838503366426809,1.37055464413333,-3.8212810744164,0.249751456883398
"2016-10-17 00:0",1.08735746736488,-2.3265440329744,0.821596691439862,1.35262505129052,-3.8701941769942,0.244529807458541
"2016-10-18 00:0",0.754646122528727,-2.00530313708511,0.784804359940051,0.958864456500771,-3.38153414818869,0.234317203682735
"2016-10-19 00:0",0.761139536081317,-1.97632569600847,0.807344058678803,0.966748780337286,-3.32217024133788,0.219144790407891
"2016-10-20 00:0",0.776743618727777,-1.56849889672286,0.835425583750615,0.979224451482618,-2.77274172801853,0.22513793499323
"2016-10-21 00:0",0.791477375083466,-1.6178477271777,0.817055964298105,0.996245395548297,-2.87867339977849,0.219840553424001
"2016-10-24 00:0",0.781626094703533,-1.75705896395832,0.867464912939254,0.977773319434686,-3.143213377136,0.232312239385853
"2016-10-25 00:0",0.778034565839346,-1.76133606568429,0.871831986039513,0.975412561276167,-3.14358536918699,0.233279379354942
"2016-10-26 00:0",0.69337996709814,-1.61979196082042,0.848441132109334,0.872426275484784,-2.88331721747679,0.226177404418794
"2016-10-27 00:0",0.72440206470988,-1.62881770588639,0.101736125795619,0.907206317643143,-2.88614008224151,0.0262156581012696
"2016-10-28 00:0",0.698090695837381,-1.60105775731618,0.0958470777122121,0.874170347249909,-2.83932718466777,0.0246074718345544
"2016-10-31 00:0",0.719453043681593,-1.61950898346463,0.0929618747371028,0.904992964368576,-2.88785891450148,0.0238572681560549
"2016-11-01 00:0",0.727679449173564,-1.59705417402644,0.103863210608009,0.909073361203961,-2.81425364591685,0.0265072785566588
"2016-11-02 00:0",0.750196662015403,-1.4832454908234,0.200575687304071,0.935625333164536,-2.62629373390412,0.0526158177234535
"2016-11-03 00:0",0.750352166475781,-1.48894324167378,0.31192696432607,0.937334255503428,-2.63904202563,0.0751164528712039
"2016-11-04 00:0",0.788926498340632,-1.54714834589372,0.306423205314729,0.981191651339298,-2.70637956053802,0.0742372528693929
"2016-11-07 00:0",0.647793795754118,-1.5165574765731,0.237241031249376,0.805653250673795,-2.63403768755365,0.0573297988678368
"2016-11-08 00:0",0.645793592964973,-1.49938657798224,0.411823004158549,0.80219714622455,-2.61062113322799,0.0846893488805698
"2016-11-09 00:0",0.627250974185922,-1.40941502006136,0.428428826170183,0.779957234397604,-2.51687965493093,0.0877858476062684
"2016-11-10 00:0",0.655543693476699,-1.41184814191945,0.427191778262838,0.810567694598409,-2.55885520230128,0.0878848758088417
"2016-11-11 00:0",0.697441579992983,-1.40748709458489,0.421155158562236,0.859785620600118,-2.55250742001524,0.0864595485914215
"2016-11-14 00:0",0.6927434274959,-1.39056840140853,0.429110111736236,0.857223841188087,-2.59106565611435,0.0878345254331126
"2016-11-15 00:0",0.713719849378264,-1.3537446824125,0.428867675822571,0.880948179281104,-2.53103913833742,0.0877669798993118
"2016-11-16 00:0",0.730135556032671,-1.39357430871037,0.299090181062048,0.899087799377734,-2.59203673619232,0.0604382046885551
"2016-11-17 00:0",0.591937983415,-1.27659339583321,0.223634377767023,0.725335166646328,-2.3697409744862,0.0450899071831093
"2016-11-18 00:0",0.561647760243438,-1.26997957344979,0.2201409461036,0.686908677345702,-2.35748848777118,0.044266162479144
"2016-11-21 00:0",0.532477110457937,-1.15462083679296,0.232562516013691,0.65996426374817,-2.15118320424531,0.046677157306837
"2016-11-22 00:0",0.620763815672489,-1.1955104410165,0.180978604814721,0.766130241516239,-2.23297532957226,0.0361716618180527
"2016-11-23 00:0",0.643526834134462,-1.18987151495476,0.182020451877045,0.795555359670617,-2.22339592381816,0.0363940636152371
"2016-11-25 00:0",0.631486972825251,-1.16783802881938,0.143566440366882,0.781497384297963,-2.1753797939184,0.0286526836299316
"2016-11-28 00:0",0.647308228394329,-1.18244768601504,0.143499224948135,0.799296958979883,-2.19663165204148,0.0286242304254742
"2016-11-29 00:0",0.748397745701248,-1.24002236527768,-0.0973434023738672,0.908683987117505,-2.22861303761833,-0.0190920589896189
"2016-11-30 00:0",0.86409911196614,-1.45509157542457,-0.0311594666667315,1.05609036112865,-2.60482846339665,-0.00610347494361701
"2016-12-01 00:0",0.865606322746033,-1.38694493010939,-0.032269186366393,1.05886483679647,-2.45559653701725,-0.00630539741426242
"2016-12-02 00:0",0.822818809036721,-1.5548092240356,-0.0640616701523248,1.01153231680876,-2.76969472752051,-0.0124733486572851
"2016-12-05 00:0",0.790309316062382,-1.63517584316909,-0.0814705876780619,0.972969942398809,-2.91244539721079,-0.0159808004618582
"2016-12-06 00:0",0.822607291688794,-1.66335366148606,-0.0814639224572225,1.00980277353292,-2.98575451616144,-0.0159239404875326
"2016-12-07 00:0",0.849004731038024,-1.65827330398721,-0.0880802474260029,1.03704295895515,-2.98218918454506,-0.0171986482429109
"2016-12-08 00:0",0.849642202114634,-1.70537631863806,-0.0154635875420782,1.0378838475585,-3.06135240724408,-0.0030102888601038
"2016-12-09 00:0",0.671292142181532,-1.60700341811926,0.0448950355955977,0.796183780845498,-2.87318120827912,0.00874921481801831
"2016-12-12 00:0",0.612021803586109,-1.58912218953495,0.0436080815740126,0.73482322929707,-2.8368402754058,0.00851148152419925
"2016-12-13 00:0",0.53757769791236,-1.52115419396287,0.0240392285180393,0.643330516247389,-2.73448926899568,0.0046677834001526
"2016-12-14 00:0",0.467976130394795,-1.36361726411741,0.0490867966986219,0.567197304665498,-2.47614758867921,0.0095391128001096
"2016-12-15 00:0",0.591795359334079,-1.39182385228161,0.0440764445457653,0.688759495245004,-2.51049775733716,0.00859106943128507
"2016-12-16 00:0",0.628436332346742,-1.33542889316941,0.0644589650063566,0.74164127170063,-2.42736492427184,0.0125395965915827
"2016-12-19 00:0",0.524981096816506,-1.30251712845114,0.101368665578058,0.609788178261561,-2.36744826378084,0.0197039766074978
"2016-12-20 00:0",0.567220005611141,-1.32913833146672,0.0821203280783901,0.651937738044296,-2.40016542106952,0.01595801077682
"2016-12-21 00:0",0.57741829280871,-1.32470650780897,0.108263766012841,0.660657081410662,-2.39018951273891,0.0210864072525672
"2016-12-22 00:0",0.524493449449069,-1.28066858994737,0.11628853292641,0.591936345072756,-2.302372461849,0.0226551233120442
"2016-12-23 00:0",0.541301687977861,-1.24623691826245,0.0979716478609202,0.607837683637045,-2.27876966359353,0.0190908746476534
"2016-12-27 00:0",0.521675606841814,-1.29646030612148,0.1179688500974,0.584812762540691,-2.37061414647852,0.0229866296514582
"2016-12-28 00:0",0.445769937824444,-1.22070640284845,0.0890379105194637,0.500755632136782,-2.26234685505658,0.0173272560017121
"2016-12-29 00:0",0.456497267805895,-1.21234065040088,0.108325551793789,0.513545316032755,-2.25266131797844,0.0210883295998515
"2016-12-30 00:0",0.465199975691922,-1.20652581553574,0.0241926694807819,0.522069074023711,-2.24644913220667,0.00468458193349489
"2017-01-03 00:0",-0.0461860646624279,-0.960590297078729,-0.0471456325380434,-0.0582972488741926,-1.83149787398432,-0.00923950745111683
"2017-01-04 00:0",-0.265551599513243,-1.0551027991253,0.0903651286176481,-0.369043331927106,-1.99705148865938,0.0181153910043556
"2017-01-05 00:0",-0.286022971690681,-1.02612361647698,0.186018193966334,-0.399749904163393,-1.94662265560037,0.0370237942341814
"2017-01-06 00:0",-0.283031558308218,-1.06215690200425,0.175286550429556,-0.396988153781062,-2.03303921219366,0.0346486965984132
"2017-01-09 00:0",-0.302019833709587,-1.02311103232786,0.187025327306663,-0.424877261896436,-1.96209005213899,0.0371821174087864
"2017-01-10 00:0",-0.317881242009492,-1.07921889055199,0.208132181051741,-0.448418968840403,-2.09094071331397,0.0411182112061556
"2017-01-11 00:0",-0.156207139001222,-0.876912829354686,0.252428689530312,-0.219779285793856,-1.70245746144337,0.0496733426081558
"2017-01-12 00:0",-0.0557088848592439,-0.84062631254986,0.248129536709282,-0.079708200162361,-1.63512179443622,0.0487940405265287
"2017-01-13 00:0",-0.0325161645708539,-0.800754844388315,0.300807839730902,-0.0464147646810534,-1.5632697722079,0.0598837710279078
"2017-01-17 00:0",-0.00342653240804838,-0.79847289916058,0.292880988941173,-0.00488295271137345,-1.55880211095553,0.0582351816132459
"2017-01-18 00:0",-0.0313518402621056,-0.770145129589989,0.184249778198891,-0.0434196923541238,-1.48908308236403,0.0365121939118726
"2017-01-19 00:0",-0.00887572221162266,-0.78630442089037,0.27589277986146,-0.0121703148297426,-1.5229009359722,0.0543666848163204
"2017-01-20 00:0",0.023959778755618,-0.371767214768933,0.18117409593066,0.0318998997510033,-0.728167803378393,0.0361279535256432
"2017-01-23 00:0",-0.0301341956096209,-0.438695266774194,0.2762811975775,-0.0397528584043059,-0.850636581269476,0.0543614530027721
"2017-01-24 00:0",-0.0346722572086997,-0.446891290856311,0.305921783696045,-0.0455276214785096,-0.865007393136237,0.0598644034888651
"2017-01-25 00:0",-0.0340976139368527,-0.466366949503158,0.48501810530186,-0.0445826402726173,-0.900826827776347,0.0893809062275043
"2017-01-26 00:0",-0.0907557346217396,-0.457190824166931,1.04336844275431,-0.118986643846164,-0.883349623391909,0.191981879411627
"2017-01-27 00:0",-0.0953373699971317,-0.449791042492051,1.02491576439684,-0.124836013389325,-0.86756304149852,0.187100843195442
"2017-01-30 00:0",-0.0338253565246241,-0.440623313430733,0.948284721543615,-0.0445265517230276,-0.847854527828602,0.174420656696499
"2017-01-31 00:0",-0.223632486667968,-0.322793906759974,0.925982973461856,-0.282687205797249,-0.618641194724171,0.167988059727064
"2017-02-01 00:0",-0.273186086695731,-0.469591765778277,0.925629319385248,-0.344031128954924,-0.903448563407661,0.166874186367298
"2017-02-02 00:0",-0.563577923831216,-0.388638509632978,1.01694606447737,-0.698881857331099,-0.744000902466678,0.181661371840504
"2017-02-03 00:0",-0.586015922154958,-0.298564581204164,1.06267139680913,-0.716314037432112,-0.567719323273298,0.188512412950482
"2017-02-06 00:0",-0.443317122611275,-0.360561861282695,0.41193861394609,-0.546766946160565,-0.688566473341582,0.083743788206436
"2017-02-07 00:0",-0.416712712935176,-0.404822937074286,-0.27366285675202,-0.514779160028432,-0.773647719571266,-0.0528309669595418
"2017-02-08 00:0",-0.492012025779189,-0.367581969133837,-0.246252520979109,-0.612508452175355,-0.708341128856519,-0.0459142591203533
"2017-02-09 00:0",-0.376777068650628,-0.467508839097468,-0.201947773110567,-0.4710530986982,-0.899650156613739,-0.0385651483436871
"2017-02-10 00:0",-0.457591183384101,-0.444611731705236,-0.127197085550457,-0.571331976184398,-0.854036721708757,-0.0253793630826172
"2017-02-13 00:0",-0.404985233058675,-0.455807297764163,-0.127217076405318,-0.507793454532433,-0.875531886678356,-0.0253948686110213
"2017-02-14 00:0",-0.522590172900088,-0.407075291309058,-0.124166804879403,-0.652380900767913,-0.775174717803366,-0.0247382231516666
"2017-02-15 00:0",-0.617000727139851,-0.395367541309519,-0.12103815749144,-0.779340567301035,-0.756273777566659,-0.024019540806087
"2017-02-16 00:0",-0.592741977169856,-0.41001822645504,-0.121618588962991,-0.747961428545236,-0.783587909512329,-0.0241734674511267
"2017-02-17 00:0",-0.599311150091832,-0.395601850109021,-0.120280605811555,-0.755879541255702,-0.756075844124262,-0.0235675409444015
"2017-02-21 00:0",-0.65125295792611,-0.406083015902134,-0.107630016059031,-0.794463797600381,-0.776173617311778,-0.0210787036194438
"2017-02-22 00:0",-0.631712573417001,-0.459260460989684,-0.0904778809372394,-0.761235278954634,-0.872640864553302,-0.0177322556095568
"2017-02-23 00:0",-0.503208066047475,-0.380096468676677,-0.0655522651838212,-0.603081400706987,-0.712585477091548,-0.0129258862529122
"2017-02-24 00:0",-0.557039228868535,-0.358771762107598,-0.0463483751193523,-0.673953685043227,-0.673153647122979,-0.00918111544869159
"2017-02-27 00:0",-0.590569868820497,-0.352413596030947,-0.0266138053968105,-0.724966773403524,-0.660918235083394,-0.00530830032690864
"2017-02-28 00:0",-0.505042130220944,-0.288706772680614,-0.140817350777066,-0.619038456100551,-0.540768791221349,-0.027183511165329
"2017-03-01 00:0",-0.52299911669785,-0.0914279876419314,-0.177323504494486,-0.640063208079095,-0.178046565272176,-0.0335795038218023
"2017-03-02 00:0",-0.286420106003262,-0.216792921561018,-0.1705567177456,-0.354596484809729,-0.421579158028293,-0.0327979539739392
"2017-03-03 00:0",-0.272145282158238,-0.221294478462815,-0.187304532770704,-0.336516536136277,-0.429947008179013,-0.0362172446928597
"2017-03-06 00:0",-0.340463906076229,-0.162131274871397,-0.176033882569869,-0.420949580461644,-0.30936231470591,-0.0337281937008836
"2017-03-07 00:0",-0.240580507841374,-0.258731298546362,-0.170281042308063,-0.298617026902274,-0.490932754353168,-0.032560559261054
"2017-03-08 00:0",-0.246709079095793,-0.185463154508998,-0.130243161899607,-0.305947584323946,-0.349110592154062,-0.02505867994447
"2017-03-09 00:0",-0.216977417640133,-0.144066939053483,-0.182105760528573,-0.270634574008344,-0.270298204218159,-0.0348170498077788
"2017-03-10 00:0",-0.149609264993502,-0.0694342439808478,-0.225187843949349,-0.186436997234952,-0.131328166468968,-0.042492522302528
"2017-03-13 00:0",-0.138104513530998,-0.106259396707995,-0.234880954130983,-0.17418542880522,-0.199224509706566,-0.0442734419290068
"2017-03-14 00:0",-0.0775730458196298,-0.126589158145905,-0.446613770023705,-0.0980108331047476,-0.237513104432057,-0.0814599456877882
"2017-03-15 00:0",-0.093355419544695,-0.170948394795512,-0.435612131350309,-0.117720237949041,-0.324783018186503,-0.0793843580647499
"2017-03-16 00:0",-0.229755738681205,-0.155045001760633,-0.263624391637073,-0.291629897991781,-0.303177167019189,-0.0490218772121504
"2017-03-17 00:0",-0.209516129587384,-0.143903384509982,-0.394842096559477,-0.26698344184655,-0.282415120402221,-0.0718019645580907
"2017-03-20 00:0",-0.174645078265613,-0.0622479564628744,-0.397749128579731,-0.220169282155148,-0.123417171307727,-0.0724343222405721
